id;title;domain;description;day_to_day;tools_certifications;salary_range;growth_trajectory;industry_trends;icon_emoji;difficulty;demand_level;related_skills;created_at;keywords;job_role_keywords;industry;sector;related_subjects;related_universities;avg_salary_usd;growth_trajectory_detail;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_domains;related_careers;related_job_roles;related_courses;related_countries
f8a1d676-be5f-4779-8288-10454e040fa8;Marine Biologist;Marine Science;Study marine organisms and ocean ecosystems;Conduct underwater surveys, analyze specimens, write research papers, present at conferences;[];₹4,00,000-₹15,00,000;Steady growth with climate research funding;Ocean conservation and blue economy growing rapidly;🐋;Advanced;Growing;"[""Data Analysis"",""Marine Biology"",""Diving"",""Ecology"",""Research""]";2026-04-04 06:37:36.623731+00;"[""biologist"",""environmental"",""marine"",""science"",""sustainability""]";[];Environmental & Sustainability;Marine & Maritime;[];[];$45K-$90K;;"[""safety""]";"[""ocean""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Environmental & Sustainability"",""Marine & Ocean"",""Marine Engineering"",""Information Technology""]";"[""Marine & Maritime""]";"[""Marine Science"",""Marine Biology"",""Marine Engineering"",""Dendrology""]";"[""Marine Conservation Biologist""]";"[""Marine Biologist"",""Marine Engineer""]";[];"[""Norway"",""Guinea"",""Guinea-Bissau""]"
9276f38c-fb02-4a84-8173-5e34217535e0;Art Therapist;Therapy & Wellness;Use creative art processes to improve mental health outcomes;;[];₹4,00,000 - ₹15,00,000;Rapid Growth;;🎨;intermediate;growing;"[""art"",""empathy"",""counseling"",""psychology""]";2026-04-06 06:52:54.166408+00;"[""art"",""art therapy"",""creative therapy"",""healthcare"",""life"",""mental health"",""sciences"",""therapist"",""therapy"",""wellness""]";[];Healthcare & Life Sciences;Wellness & Fitness;"[""Art Therapy"",""Contemporary Art"",""Buddhist Philosophy""]";[];45000;;"[""empathy"",""discipline""]";"[""psychology"",""health""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Healthcare & Life Sciences"",""Mental Health & Wellness"",""Sports & Fitness"",""Information Technology""]";"[""Wellness & Fitness"",""Mental Health Services""]";"[""Therapy & Wellness"",""Art History""]";"[""Occupational Therapist""]";"[""Art Therapist"",""Speech Therapist"",""Art Director"",""Clinical Psychologist""]";"[""Mindfulness in the Workplace""]";
b1abc022-226b-450c-9895-994408c598e7;Welder;Manufacturing;Joins metal parts using welding techniques;;[];₹2,00,000 - ₹8,00,000;Essential infrastructure demand;;🔥;Medium;High;"[""Blueprint Reading"",""Metal Fabrication"",""Safety"",""Welding""]";2026-04-07 04:53:38.714603+00;"[""fabrication"",""industrial"",""manufacturing"",""metal"",""welder"",""welding""]";[];Manufacturing & Industrial;Building Automation;[];[];$65K-$130K;;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Information Technology""]";;"[""Manufacturing"",""Welding & Fabrication""]";;"[""Welder""]";[];
33e28209-eecc-43d2-977d-88480d9f1b14;Software Engineering;Technology;Building and maintaining software systems, applications, and platforms;;[];$70K-$200K+;Rapid growth with specialization paths;;💻;Medium-Hard;Very High;"[""Git"",""JavaScript"",""System Design"",""Python"",""Java"",""Prompt Engineering"",""Civil Engineering"",""Mechanical Engineering"",""ChatGPT Prompt Engineering"",""Cloudflare Workers"",""Anchor (Solana)""]";2026-03-09 03:35:36.335462+00;"[""coding"",""development"",""engineering"",""information"",""programming"",""software"",""technology""]";"[""Software Engineer"",""Frontend Developer"",""Backend Developer"",""Full Stack Developer""]";Information Technology;Real Estate & Construction;"[""Software Engineering"",""Aerospace Engineering"",""Electronics Engineering"",""Mechanical Engineering"",""Industrial Engineering"",""Civil Engineering"",""Ceramic Engineering"",""Chemical Reaction Engineering"",""Electrical Engineering"",""Biomedical Engineering"",""Chemical Engineering""]";"[""Tsinghua University"",""Heriot-Watt University""]";$90,000;;"[""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""planning""]";"[""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""engineering""]";"[""USA"",""India"",""UK""]";"[""Information Technology"",""Real Estate"",""Software Development"",""Gaming Software"",""Civil Engineering"",""Engineering Procurement"",""Heavy Engineering"",""Marine Engineering"",""Internet of Things"",""Healthcare IT"",""IT Hardware"",""Online Gaming""]";"[""Information Technology"",""Software Development"",""Engineering Education"",""Algorithmic Trading"",""AI Tooling""]";"[""Technology"",""Software Engineering"",""Network Engineering"",""Civil Engineering"",""Aerospace Engineering"",""Data Engineering"",""Ceramic Engineering"",""Automotive Engineering"",""Textile Engineering"",""Electrical Engineering""]";"[""Civil Engineering"",""Electrical Engineering"",""Aerospace Engineering"",""Mechanical Engineering"",""Biomedical Engineering""]";"[""Software Engineering"",""Engineering Manager"",""Full Stack Developer"",""Network Engineer"",""Drone Operator"",""App Developer"",""Chief Technology Officer"",""DevOps Engineer"",""Machine Learning Engineer"",""GIS Specialist"",""Site Reliability Engineer"",""Quality Assurance Analyst"",""Database Administrator""]";"[""Introduction to Computer Science and Programming Using Python"",""Python for Everybody Specialization"",""The Complete Python Bootcamp From Zero to Hero in Python"",""Prompt Engineering for ChatGPT"",""Data Engineering with Snowflake"",""Engineering Leadership Track"",""Prompt Engineering Professional"",""Site Reliability Engineering"",""Microservices with Spring Boot"",""Linear Algebra - MIT OCW""]";"[""Côte d'Ivoire"",""Eritrea"",""Guinea""]"
30fa7b13-b5f5-4b83-99fd-bef5b3addbd5;Upholsterer;Skilled Trades;Covers furniture with fabric, padding and springs;;[];₹1,80,000 - ₹5,00,000;Steady;;🛋️;Medium;Low;"[""Fabric Selection"",""Upholstery"",""Furniture Repair"",""Sewing""]";2026-04-07 04:53:38.714603+00;"[""construction"",""estate"",""fabric"",""furniture"",""real"",""restoration"",""skilled"",""trades"",""upholsterer""]";[];Construction & Real Estate;Furniture & Home Goods;[];[];$55,000;;"[""design""]";"[""home""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Construction & Real Estate"",""Information Technology"",""Leather Products""]";"[""Furniture & Home Goods""]";"[""Skilled Trades""]";;"[""Upholsterer""]";[];
3c51082b-bb8a-42fe-a62d-c06c9a1a5ebe;Pathologist;Healthcare;Examines tissues and fluids to diagnose diseases;;[];₹8,00,000 - ₹30,00,000;Rapid Growth;;🔬;Hard;High;"[""Pathology"",""Diagnostics"",""Microscopy"",""Histology""]";2026-04-07 04:53:38.714603+00;"[""pathology"",""diagnosis"",""lab"",""disease""]";[];Healthcare & Life Sciences;Clinical Medicine;[];[];$70,000;;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Dermatology""]";"[""Clinical Medicine""]";"[""Epidemiology"",""Thanatology"",""Immunology"",""Nephrology"",""Oncology"",""Endocrinology"",""Parasitology"",""Mycology""]";;"[""Urologist"",""Emergency Medical Technician"",""Endocrinologist"",""Gastroenterologist"",""Audiologist"",""Cardiac Surgeon"",""Clinical Research Coordinator"",""Dental Hygienist"",""Cardiologist"",""Ophthalmologist"",""Anesthesiologist"",""Hematologist"",""Speech Therapist"",""Chiropractor"",""Dietitian"",""Dermatologist"",""Genetic Counselor"",""Epidemiologist""]";[];
e3f67603-4654-4b10-91af-ad5a4193005f;Psychiatrist;Healthcare;Diagnoses and treats mental health conditions with medication and therapy;;[];₹10,00,000 - ₹35,00,000;Rapid Growth;;🧠;Hard;High;"[""Pharmacology"",""Psychotherapy"",""Diagnostics"",""Psychiatry""]";2026-04-07 04:53:38.714603+00;"[""psychiatrist"",""mental health"",""medication"",""therapy""]";[];Healthcare & Life Sciences;Mental Health;"[""Buddhist Philosophy""]";[];$70,000;;"[""empathy""]";"[""psychology""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Mental Health & Wellness"",""Healthcare & Life Sciences""]";"[""Mental Health"",""Mental Health Services""]";"[""Pediatrics""]";;"[""Clinical Psychologist"",""Urologist"",""Emergency Medical Technician"",""Endocrinologist"",""Gastroenterologist"",""Pharmacist"",""Audiologist"",""Cardiac Surgeon"",""Clinical Research Coordinator"",""Dental Hygienist"",""Cardiologist"",""Ophthalmologist"",""Anesthesiologist"",""Hematologist"",""Speech Therapist"",""Chiropractor"",""Dietitian"",""Dermatologist"",""Genetic Counselor"",""Epidemiologist""]";[];
cfe43f02-74f2-4cd1-b838-6847b95c2153;Quantity Surveyor;Construction;Manages costs and contracts for construction projects;;[];₹4,00,000 - ₹15,00,000;Steady;;📐;Medium;High;"[""Project Management"",""Cost Estimation"",""AutoCAD"",""Contracts""]";2026-04-07 04:53:38.714603+00;"[""quantity surveyor"",""construction"",""costing"",""QS""]";[];Construction & Real Estate;Real Estate & Construction;[];"[""Heriot-Watt University"",""Oregon State University"",""Cardiff University""]";$75,000;;"[""planning"",""negotiation""]";"[""engineering"",""property""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Construction & Real Estate"",""Construction""]";"[""Real Estate & Construction""]";;"[""Surveyor""]";"[""Construction Manager"",""Civil Engineer""]";[];
58de49f4-d281-4479-b465-b0c1399dfcf5;Robotics Process Automation Developer;Technology;Build software robots to automate repetitive business tasks;;[];₹6,00,000 - ₹25,00,000;Exponential industrial demand;;🤖;intermediate;high;"[""automation"",""process analysis"",""RPA tools"",""UiPath"",""Containerization"",""BeautifulSoup""]";2026-04-06 06:52:54.166408+00;"[""automation"",""blue prism"",""developer"",""information"",""process"",""robotics"",""rpa"",""technology"",""uipath""]";[];Information Technology;Consumer Robotics;"[""Robotics""]";"[""BITS Pilani""]";$70K-$180K;;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude"",""Curiosity""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""India"",""UK"",""Germany"",""Canada"",""Australia""]";"[""Information Technology"",""Robotics & Automation"",""Industrial Robotics"",""Knowledge Process Outsourcing"",""Industrial Automation"",""IT Services"",""Mechatronics""]";"[""Consumer Robotics"",""Building Automation""]";"[""Technology"",""Robotics"",""Welding & Fabrication"",""Information Systems""]";"[""Robotics & Automation"",""Robotics Engineer"",""Frontend Developer""]";"[""Robotics Process Automation Developer"",""Robotics Engineer"",""App Developer"",""Web Developer"",""Mobile Developer"",""Full Stack Developer"",""Backend Developer"",""Frontend Developer"",""Blockchain Developer"",""Game Developer"",""Developer Advocate"",""Mobile Game Developer"",""Network Engineer"",""Drone Operator"",""DevOps Engineer"",""Chief Technology Officer"",""QA Engineer"",""Machine Learning Engineer"",""GIS Specialist"",""Site Reliability Engineer"",""Quality Assurance Analyst"",""Database Administrator""]";"[""Node.js Developer Course"",""Meta Back-End Developer Certificate"",""Meta Front-End Developer Certificate"",""CKAD - Kubernetes Application Developer"",""MEAN Stack Developer"",""Solidity Developer Bootcamp"",""TensorFlow Developer Certificate"",""The Complete Web Developer Bootcamp"",""Algorithms Specialization - Stanford""]";
efd0bb0f-938e-4ccb-90c5-88e6aef2e960;Forestry Officer;Forestry & Wildlife;Manage and protect forest ecosystems and natural resources;Patrol forests, monitor wildlife, implement conservation plans, combat poaching;[];₹5,00,000-₹14,00,000;Government initiatives increasing demand;Agroforestry and carbon credits creating new economic models;🌲;Intermediate;Stable;"[""GIS"",""Field Work"",""Environmental Law"",""Wildlife Management"",""Ecology""]";2026-04-04 06:37:36.623731+00;"[""agriculture"",""food"",""forestry"",""officer"",""wildlife""]";[];Agriculture & Food;Risk & Compliance;[];[];45000;;"[""outdoors"",""analytical""]";"[""nature"",""law""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Agriculture & Food"",""Forestry"",""Information Technology""]";"[""Forestry & Timber""]";"[""Forestry & Wildlife"",""Forestry"",""Geoinformatics""]";"[""Compliance Officer""]";"[""Forestry Officer"",""Compliance Officer"",""AI Ethics Officer"",""Safety Officer"",""Chief Technology Officer""]";[];
8280a66d-5227-4750-a46c-3c569407ee6c;Data Scientist;data;Extract insights from data using statistics, ML, and visualization to drive business decisions.;Clean data, build models, create visualizations, present findings, A/B testing, stakeholder meetings.;"[""Python"",""SQL"",""Tableau"",""TensorFlow"",""Google Data Analytics Certificate""]";₹6L-30L/year;Analyst → Data Scientist → Senior DS → Lead → Head of Data → CDO;GenAI integration, real-time analytics, data mesh architecture gaining traction.;📊;advanced;very-high;"[""Machine Learning"",""Statistics"",""Visualization"",""SQL"",""Python"",""Data Visualization"",""Data Analysis"",""CoreData"",""Delta Lake""]";2026-03-08 12:41:24.100259+00;"[""data"",""information"",""scientist"",""technology""]";[];Information Technology;Environmental Services;"[""Data Science"",""Data Structures""]";"[""Iowa State University"",""ISI Kolkata"",""Indian School of Business""]";$110,000;;"[""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""Information Technology"",""Data Science & Analytics"",""Data Analytics""]";"[""Data Science & Analytics"",""Data Centers""]";"[""data"",""Data Science & Analytics"",""Data Engineering""]";"[""Data Science"",""Data Engineer"",""Food Scientist""]";"[""Data Scientist"",""Data Engineer"",""Conservation Scientist"",""Agricultural Scientist"",""Food Scientist"",""Data Engineer - Streaming"",""Healthcare Data Analyst"",""Materials Scientist""]";"[""Data Science: [University Name] Course"",""Data Visualization with Tableau"",""Advanced Data Science with IBM"",""Google Data Analytics Certificate"",""Introduction to Data Analysis Using Excel"",""IBM Data Science Professional Certificate"",""SQL for Data Analysis"",""Introduction to Probability and Data"",""Applied Data Science with Python"",""Python for Data Science"",""Azure Data Engineer Associate"",""Data Structures & Algorithms in Python"",""Data Engineering with Snowflake"",""Machine Learning"",""Data Storytelling Bootcamp"",""PySpark for Big Data"",""JavaScript Algorithms & Data Structures"",""Hadoop & Big Data"",""Neural Networks from Scratch""]";"[""South Korea"",""Singapore"",""China"",""India"",""Netherlands"",""Ireland"",""Finland"",""Russia"",""France"",""Canada"",""United Kingdom"",""Denmark"",""Sweden"",""Pakistan"",""Norway"",""United States""]"
22f2b617-4104-4f61-8a9a-2ffaa44ce174;Dentistry;Healthcare;Treating oral health conditions and cosmetic dental needs;;[];$120K-$250K;Stable career with practice ownership;;🦷;Hard;High;"[""Patient Care"",""Dental Procedures"",""Radiology"",""Manual Dexterity""]";2026-03-09 03:35:36.335462+00;"[""dentistry"",""oral health"",""dental"",""orthodontics""]";"[""Dentist"",""Orthodontist"",""Oral Surgeon"",""Dental Hygienist""]";Healthcare & Life Sciences;Wellness & Fitness;"[""Dentistry""]";"[""Pontificia Universidad Católica de Chile"",""Pondicherry University""]";$70,000;;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences""]";;"[""Dentistry"",""Gastroenterology""]";;"[""Urologist"",""Emergency Medical Technician"",""Endocrinologist"",""Gastroenterologist"",""Audiologist"",""Cardiac Surgeon"",""Clinical Research Coordinator"",""Dental Hygienist"",""Cardiologist"",""Dentist"",""Ophthalmologist"",""Anesthesiologist"",""Hematologist"",""Speech Therapist"",""Chiropractor"",""Dietitian"",""Dermatologist"",""Genetic Counselor"",""Epidemiologist""]";[];
92a374e6-3096-4769-a52b-9d3fec904266;Archaeologist;Social Sciences;Excavates and studies material remains of past civilizations;;[];₹3,00,000 - ₹12,00,000;Steady;;⛏️;Medium;Low;"[""Historical Analysis"",""Excavation"",""Carbon Dating""]";2026-04-07 04:53:38.714603+00;"[""archaeologist"",""archaeology"",""excavation"",""history"",""humanities"",""sciences"",""social""]";[];Social Sciences & Humanities;Market Research;"[""History"",""Architectural History""]";[];$75,000;;"[""analytical"",""organization"",""empathy"",""creativity"",""communication"",""Communication"",""Analytical Skills"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""research"",""events"",""education"",""technology"",""teaching"",""Data"",""Business"",""Visuals"",""fashion"",""beauty"",""Design"",""Art"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Social Sciences & Humanities"",""Information Technology""]";;"[""Social Sciences"",""Theology"",""Speleology"",""Archaeology"",""Seismology""]";;"[""Archaeologist"",""Anthropologist""]";"[""Modern World History""]";"[""Armenia""]"
61ee32df-723e-4212-b6b7-955918e81bc5;Immunologist;Healthcare/Science;Studies immune system function and diseases;;[];₹6,00,000 - ₹20,00,000;Rapid Growth;;🛡️;Hard;High;"[""Immunology"",""Virology"",""Lab Techniques"",""Research""]";2026-04-07 04:53:38.714603+00;"[""immunology"",""immune system"",""vaccines"",""autoimmune""]";[];Healthcare & Life Sciences;Public Health;[];[];$70,000;;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Dermatology""]";;"[""Epidemiology"",""Immunology"",""Nephrology"",""Oncology"",""Endocrinology"",""Mycology""]";;;[];
612610ac-2a99-4168-a1f6-ae2d6b5060cb;Behavioral Economist;Behavioral Economics;Study psychological factors in economic decision-making;Design experiments, analyze nudge effectiveness, advise policy makers;[];₹5,00,000-₹18,00,000;Policy and tech companies increasing demand;Nudge units in government and fintech expanding the field;🧪;Advanced;Growing;"[""Experimental Design"",""Economics"",""Statistics"",""Psychology"",""Research""]";2026-04-04 06:37:36.623731+00;"[""banking"",""behavioral"",""economics"",""economist"",""financial"",""services""]";[];Banking & Financial Services;Public Health;"[""Behavioral Economics""]";"[""Central European University"",""Jindal Global University"",""Tel Aviv University""]";$60K-$140K;;"[""service"",""empathy"",""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""precision"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation""]";"[""policy"",""psychology"",""risk"",""Finance"",""Business"",""Accounting"",""finance"",""Numbers"",""Management"",""Productivity"",""Data"",""law"",""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers"",""environment"",""Environment""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Banking & Financial Services"",""Information Technology""]";;"[""Behavioral Economics""]";"[""Economist""]";"[""Behavioral Economist"",""Economist"",""Behavioral Designer""]";"[""Behavioral Finance"",""Behavioral Design Bootcamp""]";"[""Ecuador"",""Congo"",""Dominica"",""Belarus"",""Benin""]"
906fbc33-2849-4246-ad9d-76afb3db698a;Biomedical Engineer;Biomedical Engineering;Develop medical devices and healthcare technologies;Design prosthetics, develop imaging tools, test devices, collaborate with doctors;[];₹5,00,000-₹20,00,000;Medtech innovation driving rapid growth;Wearables and AI diagnostics creating massive demand;⚕️;Advanced;High;"[""Biology"",""Programming"",""Medical Devices"",""3D Printing"",""Engineering"",""Caliper""]";2026-04-04 06:37:36.623731+00;[];[];Healthcare & Life Sciences;Manufacturing;"[""Biomedical Engineering"",""Biophysics""]";"[""BITS Pilani"",""Edinburgh Napier University"",""NIT Surathkal""]";$65K-$130K;;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making""]";"[""USA"",""India"",""UK""]";"[""Healthcare & Life Sciences"",""Nutraceuticals"",""Elevator & Escalator"",""Hospital Chains"",""Orthopedics"",""Chemical & Materials""]";"[""Bioplastics""]";"[""Biomedical Engineering"",""Pediatrics"",""Orthopedics"",""Welding & Fabrication"",""Physical Therapy""]";"[""Biomedical Engineering"",""Data Engineer"",""Sound Engineer"",""Robotics Engineer"",""Agricultural Engineer""]";"[""Biomedical Engineer"",""Marine Engineer"",""Nuclear Engineer"",""Industrial Engineer"",""Agricultural Engineer"",""Fire Engineer"",""Network Engineer"",""Data Engineer"",""Electrical Engineer"",""Petroleum Engineer"",""Chemical Engineer"",""Machine Learning Engineer"",""Site Reliability Engineer"",""DevOps Engineer"",""MLOps Engineer"",""Geotechnical Engineer"",""Algorithm Engineer""]";"[""AWS DevOps Engineer Pro"",""Azure Data Engineer Associate"",""Elastic Stack Engineer"",""Linux Foundation Certified Engineer"",""PMP Certification Prep"",""Linear Algebra - MIT OCW""]";"[""Ireland"",""Guinea"",""Guinea-Bissau"",""Jamaica""]"
31e215fa-778e-47a8-99e5-059ac9bbddbe;Human Resources;Business;Managing talent, culture, and organizational development;;[];$50K-$130K;Growing focus on people analytics;;👥;Medium;High;"[""Recruitment"",""Training"",""HRIS"",""Employee Relations"",""Compensation""]";2026-03-09 03:35:36.335462+00;"[""business"",""human"",""human resources"",""people operations"",""professional"",""recruitment"",""resources"",""services""]";"[""HR Manager"",""Recruiter"",""People Partner"",""CHRO""]";Professional Services;Mining & Resources;"[""Human Resources""]";"[""Case Western Reserve University"",""University of New South Wales""]";$85,000;;"[""safety"",""Leadership"",""Organization"",""Attention to Detail""]";"[""geology"",""Business"",""Management"",""Productivity"",""Data""]";"[""USA"",""UK"",""Australia"",""Canada""]";"[""Professional Services"",""Information Technology"",""Retail & E-commerce""]";"[""Mining & Resources""]";"[""Business"",""Human Resources"",""Water Resources Engineering""]";;"[""Human Resources"",""Fashion Merchandiser"",""Compliance Officer"",""Growth Hacker"",""HR Manager""]";"[""Lean Startup"",""Y Combinator Startup School"",""Introduction to Project Management"",""Excel Skills for Business Specialization"",""Entrepreneurship Essentials"",""Excel Skills for Business"",""How to Start a Startup"",""Disruptive Strategy"",""Negotiation Mastery"",""Strategy & Growth Programs""]";"[""Kyrgyzstan""]"
01d11968-c8a5-4d84-8cce-90ff416049a0;Goldsmith;Skilled Trades;Designs and crafts jewelry and ornamental items from gold and precious metals;;[];₹2,50,000 - ₹10,00,000;Steady;;💍;Medium;Medium;"[""Metalworking"",""Gemology"",""Design"",""Jewelry Making""]";2026-04-07 04:53:38.714603+00;"[""construction"",""estate"",""goldsmith"",""goldwork"",""jewelry"",""ornaments"",""real"",""skilled"",""trades""]";[];Construction & Real Estate;;[];[];$75,000;;"[""planning"",""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""engineering"",""property"",""Business"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""technology"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany""]";"[""Construction & Real Estate"",""Information Technology"",""Luxury Goods""]";;"[""Skilled Trades""]";;"[""Goldsmith""]";[];
97fa5ae5-aca1-463c-a729-3ed84894ae81;Geologist;Science;Studies Earth materials, processes and geological history;;[];₹4,00,000 - ₹15,00,000;Stable;;🪨;Hard;Medium;"[""Mineralogy"",""Fieldwork"",""GIS"",""Geology""]";2026-04-07 04:53:38.714603+00;"[""earth science"",""environmental"",""geologist"",""geology"",""minerals"",""mining"",""science"",""sustainability""]";[];Environmental & Sustainability;Mining & Resources;"[""Earth Sciences""]";[];$55K-$110K;;"[""safety""]";"[""geology""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Environmental & Sustainability"",""Mining & Metals"",""Information Technology""]";"[""Mining & Resources""]";"[""Science"",""Petroleum Geology"",""Speleology"",""Geoinformatics"",""Archaeology"",""Seismology""]";;"[""Geologist"",""Biostatistician"",""Hydrologist"",""Food Scientist"",""Ecologist"",""Cartographer"",""Conservation Scientist""]";[];
