id;name;description;icon_emoji;keywords;created_at;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_sectors;related_domains;related_careers;related_job_roles;related_skills;related_subjects;related_universities;related_courses;related_countries
883419db-7810-4be1-b0bb-b945d9088c4d;Home Appliances;;🏭;[];2026-04-27 04:20:04.488691+00;Medium;$55,000;Steady;"[""design""]";"[""home""]";"[""USA"",""UK"",""India""]";"[""Furniture & Home Goods""]";;;;;;;;
ed63161e-2e0a-44a3-9ae6-33d80c1d5ec1;Machine Tools;;🏭;[];2026-04-27 04:20:04.488691+00;Very High;100000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""precision"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food"",""making"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";;;;;"[""Machine Learning""]";;;"[""Machine Learning by Andrew Ng"",""Machine Learning"",""Machine Learning - Andrew Ng""]";
d8f97856-6ad7-4be8-908b-a07220e2fd8e;International Schools;;🏭;[];2026-04-27 04:20:04.488691+00;High;85000;Stable;"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""service"",""precision"",""negotiation"",""empathy"",""planning"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""creativity"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""law"",""property"",""psychology"",""engineering"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";;"[""Translation Studies""]";"[""Diplomacy & International Relations""]";;;"[""International Law"",""International Relations""]";"[""Florida International University""]";;"[""Croatia""]"
a4f487e3-15c0-4010-8d3c-83f7a2449f5d;Geothermal Energy;;🏭;[];2026-04-27 04:20:04.488691+00;Very High;$95,000;Booming with green transition;"[""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Problem Solving"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""empathy"",""public health"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors"",""Leadership""]";"[""environment"",""energy"",""Environment"",""Sustainability"",""Technology"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film""]";"[""USA"",""Germany"",""UK"",""Australia"",""India"",""Canada""]";"[""Energy Storage"",""Wind Energy"",""Energy & Utilities"",""Energy Efficiency"",""Alternative Energy"",""Solar Energy""]";"[""Energy & Renewables"",""Petroleum Geology"",""Dendrology"",""Speleology"",""Geoinformatics"",""Seismology""]";"[""Renewable Energy"",""Renewable Energy Consultant""]";"[""Energy Trader""]";;;;"[""The Business of Renewable Energy"",""Renewable Energy Specialization""]";
01fd17e1-a728-4e9d-8313-3a7522ff0265;Music Streaming;;🏭;[];2026-04-27 04:20:04.488691+00;Medium;$35K-$150K+;Diverse revenue streams;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Communication"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""negotiation"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills""]";"[""music"",""arts"",""film"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""Marketing"",""Business"",""Online"",""marketing"",""content"",""business"",""Management""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Music & Audio"",""Electronic Music""]";"[""Music & Audio Production""]";"[""Music & Audio""]";;"[""C++ STL""]";"[""Music Theory""]";;"[""Music Production with Ableton Live""]";
4fd04468-dc57-4999-9c9e-5251933f7383;Oil & Gas;Exploration, extraction, refining, and distribution of petroleum products;🛢️;"[""oil"",""gas"",""petroleum"",""energy"",""drilling""]";2026-04-13 17:00:50.834588+00;High;$95,000;Essential infrastructure demand;"[""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Problem Solving"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""empathy"",""public health"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors""]";"[""environment"",""energy"",""Environment"",""Sustainability"",""Technology"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film""]";"[""USA"",""Germany"",""UK"",""Australia"",""India"",""Canada""]";"[""Energy & Utilities""]";"[""Energy & Renewables"",""Petroleum Geology"",""Petroleum Engineering""]";;;;"[""Thermodynamics""]";;;"[""Gabon""]"
59edb80c-5bbf-4873-8ef5-35d41017072a;MarTech;;🏭;[];2026-04-27 04:20:04.488691+00;High;$80,000;Stable Growth;"[""Communication"",""Creativity"",""creativity"",""Leadership"",""Organization"",""Attention to Detail"",""organization"",""analytical"",""negotiation"",""Numeracy"",""precision"",""safety"",""Problem Solving"",""Analytical Thinking"",""planning"",""service"",""systems thinking"",""Technical Aptitude"",""problem-solving"",""Logical Thinking"",""empathy"",""discipline"",""research"",""Self-awareness""]";"[""Marketing"",""Business"",""Online"",""marketing"",""Management"",""Productivity"",""Data"",""events"",""business"",""property"",""finance"",""Finance"",""Accounting"",""Numbers"",""geology"",""law"",""Technology"",""Security"",""Computers"",""operations"",""policy"",""risk"",""Design"",""Art""]";"[""USA"",""UK"",""India"",""Australia"",""Canada"",""Germany""]";"[""FinTech"",""Beauty Tech"",""Market Research"",""Fintech Lending"",""Event Management""]";"[""Digital Marketing"",""Event Management"",""Product Management"",""Mass Communication"",""Social Media Management""]";"[""Digital Marketer"",""Marketing & Advertising"",""Event Manager"",""Product Manager"",""Product Management""]";"[""Growth Marketer"",""Field Marketing Manager"",""Marketing Operations Manager"",""CRM Manager"",""Brand Manager"",""Event Manager"",""Product Manager"",""AI Product Manager""]";"[""Email Marketing"",""Digital Marketing"",""Performance Marketing"",""Social Media Marketing"",""Time Management"",""Project Management"",""Product Management""]";"[""Marketing"",""Management"",""Brand Management"",""Operations Management"",""Journalism & Mass Communication""]";"[""Loyola Marymount University""]";"[""Content Marketing Mastery"",""Introduction to Digital Marketing"",""Google Digital Marketing Certificate"",""Meta Social Media Marketing Certificate"",""SEO Mastery 2024"",""HubSpot Inbound Marketing Certification"",""Neural Networks from Scratch""]";
e5d0ab9d-7bcb-4958-9ddb-52c89b0a5da2;Facility Management;;🏭;[];2026-04-27 04:20:04.488691+00;High;50000;Stable;"[""analytical"",""Leadership"",""Organization"",""organization"",""systems thinking"",""discipline"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Self-awareness"",""Emotional Intelligence"",""Analytical Thinking"",""Innovation"",""Interpersonal Skills"",""Active Listening"",""empathy"",""negotiation"",""Attention to Detail"",""problem-solving"",""Collaboration"",""planning"",""creativity"",""Creativity""]";"[""business"",""Business"",""Management"",""Productivity"",""events"",""environment"",""math"",""technology"",""sports"",""health"",""Data"",""Technology"",""Programming"",""Computers"",""Personal Growth"",""Mental Health"",""Data Science"",""AI"",""Psychology"",""Self-Improvement"",""Human Behavior"",""psychology"",""property"",""coding""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Event Management"",""Waste Management"",""Crisis Management"",""Sports Management"",""Wealth Management""]";"[""Hospitality Management"",""Event Management"",""Waste Management"",""Sports Management"",""Project Management"",""Product Management"",""Wildlife Management"",""Logistics Management""]";"[""Product Management""]";;"[""Time Management"",""Project Management"",""Product Management"",""Supply Chain Management""]";"[""Management"",""Brand Management"",""Disaster Management"",""Operations Management"",""Supply Chain Management""]";;;
a2c8a0e1-cf01-45d0-870c-10b1c2eff6c0;Industrial Robotics;;🏭;[];2026-04-27 04:20:04.488691+00;High;$75K-$150K;Exponential industrial demand;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude"",""Curiosity""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""India"",""UK"",""Germany"",""Canada"",""Australia""]";"[""Consumer Robotics""]";"[""Robotics"",""Physics""]";"[""Robotics Process Automation Developer"",""Robotics & Automation"",""Robotics Engineer"",""Industrial Designer""]";;;"[""Robotics"",""Industrial Engineering"",""Industrial Design""]";"[""NIT Rourkela""]";;
86db56a4-5eb2-498d-a2a5-0a3113ad0a5c;Equestrian Sports;;🏭;[];2026-04-27 04:20:04.488691+00;growing;$70,000;Medium;"[""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""empathy"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""research"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving""]";"[""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""psychology"",""math"",""technology"",""health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Science"",""Mathematics"",""Visuals"",""Productivity"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Combat Sports"",""Sports & Recreation"",""Sports Management"",""Sports Technology"",""Aquatic Sports"",""Field Sports""]";;"[""Sports Psychologist"",""Sports Science & Management""]";;;"[""Sports Science""]";;;
97a24ed5-6d8c-4907-978a-1797e7631a19;Medical Devices;;🏭;[];2026-04-27 04:20:04.488691+00;High;$70,000;Rapid Growth;"[""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization""]";"[""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany"",""Ireland""]";"[""Medical Devices""]";"[""Pediatrics"",""Dermatology"",""Orthopedics"",""Physical Therapy""]";;;"[""Caliper""]";;;;"[""Ireland"",""Jamaica""]"
4990cfca-c73f-40c6-b6f8-d5af403ed55b;Healthcare IT;;🏭;[];2026-04-27 04:20:04.488691+00;Very High;$90,000;Strong Growth;"[""empathy""]";"[""health""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Public Health"",""Mental Health"",""Community Health"",""Behavioural Health""]";"[""Healthcare Administration"",""Public Health"",""Health Informatics"",""Software Engineering""]";"[""Public Health"",""Biotechnology"",""Product Manager"",""Ethical Hacker"",""Software Engineering""]";"[""Healthcare Data Analyst"",""Healthcare Administrator"",""Product Manager"",""Cybersecurity Analyst"",""DevOps Engineer"",""Biostatistician""]";"[""Nursing & Patient Care"",""Git & GitHub"",""Azure DevOps"",""Microsoft Azure"",""Cloud Architecture"",""Akka"",""Discrete Event Simulation"",""ARKit"",""Bubble.io""]";"[""Public Health"",""Software Engineering""]";"[""KIIT University"",""Cardiff University""]";"[""Public Health Foundations"",""Google IT Support Certificate"",""Google IT Support Professional Certificate"",""Git & GitHub Mastery"",""Azure Fundamentals (AZ-900)"",""Cloud Native Architecture""]";"[""Côte d'Ivoire"",""Bosnia and Herzegovina""]"
7ef35db2-f401-40bc-892a-319337997648;Inland Waterways;;🏭;[];2026-04-27 04:20:04.488691+00;High;$65K-$130K;Strong Growth;"[""public health"",""systems thinking"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""safety"",""Analytical Skills"",""empathy"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""discipline"",""analytical"",""Critical Thinking""]";"[""environment"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Water & Sanitation"",""Waste Management""]";"[""Water Resources Engineering"",""Waste Management""]";;;;;;"[""Climate Change Solutions""]";
bc6e35a9-5908-409d-a1fd-abc1f3acb690;Elevator & Escalator;;🏭;[];2026-04-27 04:20:04.488691+00;High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""problem-solving"",""Logical Thinking"",""precision"",""service"",""innovation"",""safety"",""Analytical Skills"",""empathy"",""communication"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening""]";"[""engineering"",""property"",""Business"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""technology"",""Technology"",""Cloud Computing"",""IT"",""coding"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""policy""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Real Estate & Construction""]";"[""Electrical Engineering"",""Real Estate"",""Mechanical Engineering"",""Biomedical Engineering""]";"[""Electrical Engineering"",""Electrician"",""Biomedical Engineer"",""Mechanical Engineering"",""Biomedical Engineering""]";"[""Electrical Engineer"",""Electrician"",""Building Inspector"",""Biomedical Engineer"",""Mechanical Engineer"",""Biomedical Equipment Technician""]";"[""CFD Simulation"",""Mechanical Engineering""]";"[""Electrical Machines"",""Electrical Engineering"",""Electromagnetism"",""Analog Electronics"",""Electronics Engineering"",""Classical Mechanics""]";;;
9685c634-bf30-48fe-b0a3-0f98a783aeb6;Construction Equipment;;🏭;[];2026-04-27 04:20:04.488691+00;High;$75,000;Steady;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""service"",""precision"",""creativity"",""Creativity"",""Attention to Detail"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Leadership"",""Organization"",""Technical Aptitude"",""analytical"",""Analytical Thinking""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""policy"",""aviation"",""making"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""environment"",""energy"",""Environment"",""Sustainability"",""Business""]";"[""USA"",""India"",""UK"",""Australia"",""Germany"",""Canada""]";"[""Construction Tech"",""Real Estate & Construction""]";"[""Construction Management""]";;;;"[""Construction Law""]";;;
bbd85dff-feaa-42fd-b407-861f01022285;Esports;;🏭;[];2026-04-27 04:20:04.488691+00;High;$55K-$140K;Massive entertainment industry;"[""problem-solving"",""Problem Solving"",""Attention to Detail"",""Collaboration""]";"[""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding""]";"[""USA"",""India"",""UK"",""Canada""]";"[""Esports & Competitive Gaming"",""Esports Coaching"",""Sports Technology"",""Sports Management"",""Sports & Recreation""]";"[""Sports Science"",""Sports Management"",""Product Management"",""Project Management""]";"[""Sports Psychologist"",""Sports Science & Management""]";"[""Game Developer"",""Product Manager""]";;"[""Sports Science""]";;;
a60e7e97-c482-4ae2-90ed-26f77e63fd62;Material Sciences;;🏭;[];2026-04-27 04:20:04.488691+00;High;$90,000;Strong Growth;"[""empathy"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""health"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences""]";"[""Polymer Science"",""Soil Science""]";;;;"[""Atmospheric Sciences"",""Earth Sciences""]";"[""University of Vienna""]";;
cd185465-8624-4a28-bf20-62851d10f4bd;Fertilizers;;🏭;[];2026-04-27 04:20:04.488691+00;High;$65K-$130K;Rapid Growth;"[""research"",""systems thinking"",""precision"",""safety"",""analytical"",""innovation"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""empathy"",""planning"",""negotiation"",""problem-solving"",""Communication"",""Attention to Detail"",""Organization"",""discipline"",""patience"",""creativity""]";"[""biology"",""environment"",""making"",""ocean"",""research"",""geology"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""medicine"",""health"",""animals"",""engineering"",""property""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada"",""Andorra""]";"[""Energy & Utilities""]";"[""Sustainability & ESG""]";"[""Biotechnology"",""Ecologist"",""Robotics Engineer"",""Marine Conservation Biologist""]";"[""Biochemist"",""Toxicologist"",""Biostatistician"",""Petroleum Engineer"",""Biomedical Engineer""]";"[""CFD Simulation""]";"[""Biophysics"",""Atmospheric Sciences"",""Analytical Chemistry""]";;"[""Introduction to Sustainability"",""Renewable Energy Specialization""]";"[""Andorra""]"
0de67644-c49b-4f44-b3fc-2417578fa1ca;Cloud Infrastructure;;🏭;[];2026-04-27 04:20:04.488691+00;High;125000;Rapidly Growing;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""innovation"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT"",""property"",""events"",""ocean"",""home"",""math"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Cloud Computing"",""DevOps & Infrastructure""]";;"[""Cloud Computing & DevOps"",""Cloud Architect""]";;"[""Google Cloud Platform"",""Cloud Architecture"",""Cloud Security"",""ClickHouse"",""Cloudflare Workers""]";;;"[""Google Cloud Digital Leader"",""Cloud Native Architecture"",""GCP Professional Cloud Architect"",""AWS Certified Cloud Practitioner""]";
e876d4c3-8b82-464e-8f08-81a0c3d91ad5;Higher Education;;🏭;[];2026-04-27 04:20:04.488691+00;High;$85,000;Stable with leadership paths;"[""empathy"",""creativity"",""communication"",""analytical"",""precision"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning""]";"[""education"",""technology"",""teaching"",""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Children's Education"",""Education"",""Coding Education"",""Finance Education"",""K-12 Education"",""Education Technology"",""Childcare & Early Education"",""Higher Education"",""Engineering Education""]";"[""Gender Studies""]";"[""Education & Teaching""]";;;"[""Special Education"",""Education""]";"[""Manipal Academy of Higher Education"",""Birkbeck University of London"",""Hitotsubashi University"",""Banaras Hindu University"",""Edinburgh Napier University"",""ISCTE-IUL Lisbon""]";"[""Notion Productivity OS""]";"[""Eswatini"",""Croatia""]"
202ed770-a248-4fb7-83bd-9ce5b036ed57;Media Buying;;🏭;[];2026-04-27 04:20:04.488691+00;High;$80,000;Stable Growth;"[""creativity"",""Communication"",""Creativity"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""Numeracy"",""safety"",""Analytical Thinking"",""service"",""problem-solving"",""Logical Thinking""]";"[""media"",""Marketing"",""Business"",""Online"",""marketing"",""content"",""business"",""Management"",""Productivity"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""engineering"",""design"",""art"",""arts""]";"[""USA"",""UK"",""Australia"",""Germany"",""India"",""Canada""]";"[""Digital Content & Social Media"",""Media & Entertainment""]";;"[""Journalism & Media""]";;"[""Social Media Marketing""]";;"[""Concordia University""]";"[""Meta Social Media Marketing Certificate""]";"[""Estonia""]"
0c615064-d742-4de1-b273-65f8ca92ff01;Automotive OEM;;🏭;[];2026-04-27 04:20:04.488691+00;High;$85,000;Transforming;"[""engineering""]";"[""cars""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Automotive"",""Autonomous Driving"",""Autonomous Vehicles"",""Auto Components"",""Auto Manufacturing""]";"[""Automotive Engineering"",""Robotics"",""Product Management"",""Embedded Systems""]";"[""Robotics & Automation"",""Robotics Engineer"",""Product Manager""]";"[""Robotics Engineer"",""Product Manager""]";;"[""Autonomous Systems"",""Robotics"",""Aerodynamics""]";;;
cbd7f762-b52a-4730-90f3-8e716a582d5c;Mental Health Services;;🏭;[];2026-04-27 04:20:04.488691+00;High;$70,000;Post-pandemic growth in demand;"[""service"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""analytical"",""Numeracy"",""Attention to Detail"",""research"",""discipline"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Organization"",""planning"",""negotiation"",""precision""]";"[""policy"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""risk"",""Finance"",""Business"",""Accounting"",""law"",""medicine"",""health"",""biology"",""math"",""technology"",""animals"",""Data"",""Technology"",""Programming"",""Computers"",""Data Science"",""AI""]";"[""USA"",""UK"",""Australia"",""India"",""Canada"",""Germany""]";"[""Community Health"",""Mental Health"",""Behavioural Health"",""Mental Health Services"",""Public Health""]";"[""Gender Studies""]";"[""Public Health""]";;;"[""Public Health""]";;"[""Public Health Foundations"",""Stanford Introduction to Food and Health""]";
5b623151-e732-42a1-bac2-4e6c027f3ec5;Non-Profit & NGOs;Social impact organizations;🤝;"[""nonprofit"",""ngo"",""social impact""]";2026-04-17 03:52:52.139936+00;Medium;$55,000;Steady;"[""empathy""]";"[""social good""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Non-Profit"",""Education"",""Water & Sanitation"",""Diversity & Inclusion"",""Education Technology""]";"[""Urban Planning"",""Public Administration"",""Education & Teaching"",""Early Childhood Education"",""Healthcare Administration""]";"[""Urban Planner"",""Urban Planning"",""Education & Teaching"",""Restoration Ecologist"",""Marine Conservation Biologist""]";"[""Professor / Academic"",""Project Manager"",""Conservation Scientist""]";"[""Problem Solving"",""Project Management"",""Negotiation"",""Conflict Mediation"",""Cross-functional Collaboration""]";"[""Education"",""Urban Planning"",""Special Education"",""Nutrition & Dietetics"",""Business Administration""]";"[""Princeton University"",""Boston College"",""Oregon State University"",""Northwestern University"",""University of Washington""]";"[""PMP Certification Prep"",""Introduction to Project Management"",""Google Project Management Certificate"",""Negotiation Mastery"",""Product Management Fundamentals"",""Foundations of Product Management"",""Notion Productivity OS""]";"[""Cameroon"",""Congo"",""Laos"",""Angola""]"
4f83a5be-7a25-4342-8428-61b613261ae9;K-12 Education;;🏭;[];2026-04-27 04:20:04.488691+00;High;$85,000;Stable with leadership paths;"[""empathy"",""creativity"",""communication"",""analytical"",""precision"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning""]";"[""education"",""technology"",""teaching"",""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Children's Education"",""Education"",""Coding Education"",""Finance Education"",""K-12 Education"",""Education Technology"",""Childcare & Early Education"",""Higher Education"",""Engineering Education""]";;"[""Education & Teaching""]";"[""Teacher (K-12)""]";;"[""Special Education"",""Education""]";"[""Manipal Academy of Higher Education"",""Goldsmiths University of London""]";;"[""Eswatini"",""Croatia""]"
