id;name;description;industry_id;industry_name;icon_emoji;keywords;created_at;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_sectors;related_domains;related_careers;related_job_roles;related_skills;related_subjects;related_universities;related_courses;related_countries;related_industries
b2bc03c8-33c3-4fe7-8c5a-faa90188897d;Wellness & Fitness;Gyms and yoga;;Mental Health & Wellness;🧘;"[""wellness"",""fitness"",""yoga""]";2026-04-17 03:52:52.139936+00;High;$55,000;Strong Growth;"[""discipline""]";"[""health""]";"[""USA"",""UK"",""Canada"",""India"",""Australia"",""Germany""]";"[""Corporate Wellness"",""Esoteric Wellness"",""Fitness Coaching""]";;"[""Acupuncturist"",""Nutritionist"",""Art Therapist"",""Sports Science & Management""]";;;"[""Sports Science""]";;;;"[""Mental Health & Wellness"",""Sports & Fitness"",""Fitness & Wellness""]"
9c6bfc98-9ed8-4a90-8d87-1ff1da6a76f5;Aging Care;;;Dental Care;📊;[];2026-04-27 04:20:23.971159+00;High;$80,000;Diverse specialization opportunities;"[""empathy"",""service"",""analytical"",""Numeracy"",""Attention to Detail"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""discipline"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Organization"",""planning"",""negotiation"",""problem-solving""]";"[""medicine"",""health"",""policy"",""psychology"",""risk"",""Finance"",""Business"",""Accounting"",""law"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""math"",""technology"",""animals"",""Data"",""Technology"",""Programming"",""Computers"",""Data Science"",""AI""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Body Care"",""Emergency Care"",""Beauty & Personal Care"",""Veterinary & Animal Care""]";;;;"[""Nursing & Patient Care""]";;;;;"[""Dental Care"",""Eye Care"",""Hearing Aids""]"
b9c745c0-ce8b-41a7-b6b9-6cb53e54b066;Insurance;Insurance products;;Insurance;🛡️;"[""insurance"",""claims""]";2026-04-17 03:52:52.139936+00;High;$70,000;Stable;"[""analytical""]";"[""risk""]";"[""USA"",""UK"",""Australia""]";"[""Cyber Insurance""]";"[""Banking & Insurance"",""Actuarial Science""]";"[""Insurance Underwriter""]";"[""Insurance Underwriter""]";;;"[""Indian Institute of Foreign Trade"",""Narsee Monjee Institute""]";;;"[""Insurance"",""Insurance - Health"",""Insurance - Life"",""Insurance - Property""]"
9ed45559-e042-4af1-bb09-5d3ae3aecd09;Dental Tourism;;;Dental Care;📊;[];2026-04-27 04:20:23.971159+00;Medium;$55,000;Global industry with travel perks;"[""service"",""innovation"",""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization""]";"[""travel"",""space"",""science"",""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Adventure Tourism"",""Coastal Tourism"",""Hospitality & Tourism""]";"[""Hospitality & Tourism""]";"[""Hospitality & Tourism"",""Space Tourism Coordinator""]";"[""Dental Hygienist""]";;"[""Dental Surgery""]";;;;"[""Dental Care"",""Medical Tourism"",""Hospitality & Tourism""]"
07c980cc-58fc-495c-8d0e-5669ab7d6d3d;Food Technology;Innovation in food processing and alternative proteins;;Food & Beverage;🧪;"[""food tech"",""alt protein"",""plant-based""]";2026-04-13 17:01:27.211001+00;Medium;$110,000;Rapid Growth;"[""patience"",""innovation"",""safety"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""empathy"",""Communication"",""Attention to Detail"",""Organization"",""discipline"",""precision"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude""]";"[""food"",""environment"",""geology"",""ocean"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""biology"",""animals"",""Science"",""Mathematics"",""Visuals"",""Productivity"",""sports""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Agriculture & Food"",""Food Tech"",""Assistive Technology"",""Sports Technology"",""Education Technology"",""Information Technology""]";"[""Food Technology"",""Surgical Technology"",""Horology"",""Gastroenterology""]";"[""Food Scientist""]";"[""Food Scientist"",""Chief Technology Officer""]";;"[""Educational Technology""]";"[""Birla Institute of Technology Mesra"",""Cochin University of Science and Technology"",""Korea Advanced Institute of Science and Technology"",""Indian Institute of Technology Bombay"",""Massachusetts Institute of Technology"",""Hong Kong University of Science and Technology"",""Technion - Israel Institute of Technology"",""Indian Institute of Technology Delhi"",""Indian Institute of Technology Madras"",""Institut Polytechnique de Paris""]";"[""Stanford Introduction to Food and Health""]";;"[""Food Processing"",""Food & Beverage"",""Information Technology"",""Space Technology"",""Food Delivery"",""Space & Satellite Technology"",""Agritech""]"
215a8a78-be17-4201-a5c0-837d3f88840a;Property Development;Residential and commercial real estate development;;Construction & Real Estate;🏠;"[""real estate"",""property"",""housing""]";2026-04-13 17:01:27.211001+00;High;$80,000;High;"[""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""problem-solving"",""Problem Solving"",""Collaboration"",""planning"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude""]";"[""property"",""Business"",""Management"",""Productivity"",""Data"",""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""engineering"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Game Development"",""Software Development""]";"[""Game Development"",""Real Estate""]";"[""Real Estate"",""Game Development""]";;"[""Blockchain Development"",""Research & Development"",""Civil Engineering"",""Sales & Negotiation""]";"[""Child Development"",""Web Development"",""Mobile Development""]";;"[""Android App Development with Kotlin"",""The Complete Android App Development Bootcamp"",""iOS App Development with Swift"",""LangChain for LLM Application Development"",""Full Stack Web Development with React"",""Game Development with Unity"",""English for Career Development"",""The Complete iOS App Development Bootcamp""]";;"[""Real Estate"",""Construction & Real Estate"",""Insurance - Property"",""Software Development"",""Hydropower"",""Cement & Concrete""]"
ba4280ef-6054-40bf-ae26-6aa7c1500195;Closed Loop Water;;;Hydropower;📊;[];2026-04-27 04:20:23.971159+00;High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""discipline"",""analytical"",""Critical Thinking"",""Analytical Thinking""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Water & Sanitation""]";"[""Water Resources Engineering""]";;;;;;;;"[""Hydropower""]"
f6220cee-5274-4ae3-a140-0839b0997d80;Education Technology;;;Education & EdTech;📊;[];2026-04-27 04:20:23.971159+00;High;$110,000;Stable with leadership paths;"[""empathy"",""creativity"",""communication"",""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving""]";"[""education"",""technology"",""teaching"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Children's Education"",""Coding Education"",""Engineering Education"",""Finance Education"",""Childcare & Early Education"",""Higher Education"",""Assistive Technology"",""Food Technology"",""Sports Technology"",""Information Technology"",""Education""]";"[""Education & Teaching"",""Early Childhood Education"",""Food Technology"",""Surgical Technology"",""Horology"",""Information Systems""]";"[""Education & Teaching""]";"[""Chief Technology Officer""]";;"[""Education"",""Special Education"",""Educational Technology""]";"[""Manipal Academy of Higher Education"",""Birla Institute of Technology Mesra"",""Cochin University of Science and Technology"",""Korea Advanced Institute of Science and Technology"",""Indian Institute of Technology Bombay"",""Massachusetts Institute of Technology"",""Hong Kong University of Science and Technology"",""Technion - Israel Institute of Technology"",""Indian Institute of Technology Delhi"",""Indian Institute of Technology Madras"",""Delhi Technological University"",""Nanyang Polytechnic"",""Institut Polytechnique de Paris""]";;;"[""Education & EdTech"",""Higher Education"",""K-12 Education"",""Space & Satellite Technology"",""Information Technology"",""Space Technology"",""Educational Publishing"",""Non-Profit & NGOs""]"
93726b1f-96ba-4159-bf18-d0fa95dcc2ac;Digital Therapeutics;;;Digital Marketing;📊;[];2026-04-27 04:20:23.971159+00;High;70000;Intern → Associate → Manager → Senior Manager → Head of Marketing → CMO;"[""Communication"",""Creativity""]";"[""Marketing"",""Business"",""Online""]";"[""USA"",""UK"",""India""]";"[""Digital Content & Social Media""]";"[""Digital Marketing"",""Digital Forensics"",""Pediatrics"",""Genetics & Genomics"",""Physical Therapy"",""Criminal Justice""]";"[""Digital Marketer""]";"[""Digital Twin Engineer""]";"[""Digital Marketing""]";"[""Digital Forensics"",""Biophysics""]";;"[""Digital Forensics Essentials"",""Google Digital Marketing Certificate"",""Introduction to Digital Marketing"",""Google Cloud Digital Leader""]";;"[""Digital Marketing"",""Digital Payments"",""Nutraceuticals"",""Cosmetics"",""Diagnostic Labs"",""Hospital Chains""]"
29dbbd7b-f6c1-4b8f-b15e-a1d2fc398dbc;Cyber Insurance;;;Insurance - Health;📊;[];2026-04-27 04:20:23.971159+00;Medium;$70,000;Stable;"[""service"",""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""precision"",""Problem Solving"",""Analytical Thinking""]";"[""policy"",""risk"",""Finance"",""Business"",""Accounting"",""finance"",""Numbers"",""law"",""Technology"",""Security"",""Computers""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Insurance""]";"[""Banking & Insurance""]";"[""Insurance Underwriter""]";"[""Insurance Underwriter""]";;"[""Cyber Law""]";"[""Indian Institute of Foreign Trade"",""Narsee Monjee Institute"",""Lancaster University"",""Brandeis University""]";"[""The Complete Cyber Security Course""]";;"[""Insurance - Health"",""Insurance - Life"",""Insurance - Property"",""Insurance""]"
257238a1-2d22-4f7d-8ad9-bed42d2a5476;Fashion & Textiles;Clothing and textiles;;Fashion & Apparel;👗;"[""fashion"",""textiles""]";2026-04-17 03:52:52.139936+00;High;$65,000;Steady;"[""creativity""]";"[""fashion""]";"[""USA"",""UK"",""Australia"",""Canada"",""India""]";"[""Sustainable Fashion"",""Circular Fashion"",""Fashion Tech""]";"[""Fashion Design""]";"[""Fashion Design"",""Milliner"",""Textile Designer"",""Costume Designer""]";"[""Fashion Designer"",""Fashion Merchandiser""]";;"[""Fashion Design""]";"[""Goldsmiths University of London""]";;;"[""Fashion & Apparel"",""Fashion & Textiles"",""Apparel & Textiles"",""Fashion Retail""]"
2db4770f-0a9d-4fe2-91bc-060c5bda1847;Beauty Tech;;;MarTech;📊;[];2026-04-27 04:20:23.971159+00;High;$80,000;Stable Growth;"[""Communication"",""Creativity"",""creativity"",""Leadership"",""Organization"",""Attention to Detail"",""organization"",""analytical"",""negotiation"",""Numeracy"",""precision"",""safety"",""Problem Solving"",""Analytical Thinking"",""planning"",""service"",""systems thinking"",""Technical Aptitude"",""problem-solving"",""Logical Thinking"",""empathy"",""discipline"",""research"",""Self-awareness""]";"[""Marketing"",""Business"",""Online"",""marketing"",""Management"",""Productivity"",""Data"",""events"",""business"",""property"",""finance"",""Finance"",""Accounting"",""Numbers"",""geology"",""law"",""Technology"",""Security"",""Computers"",""operations"",""policy"",""risk"",""Design"",""Art""]";"[""USA"",""UK"",""India"",""Australia"",""Canada"",""Germany""]";"[""Beauty & Personal Care""]";;;;;;;;;"[""MarTech""]"
29ffd213-c826-4a31-8002-59caf3558823;Field Sports;;;Equestrian Sports;📊;[];2026-04-27 04:20:23.971159+00;growing;$70,000;Medium;"[""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""empathy"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation""]";"[""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""psychology"",""math"",""technology"",""health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Aquatic Sports"",""Combat Sports"",""Sports Management"",""Sports Technology"",""Sports & Recreation""]";"[""Sports Management"",""Sports Science""]";"[""Sports Psychologist"",""Sports Science & Management""]";"[""Field Marketing Manager""]";;"[""Archaeology - Field"",""Sports Science""]";;;;"[""Equestrian Sports"",""Sports & Fitness""]"
6a485e16-3d2b-4c95-ad03-d38bea40c22e;Childcare & Early Education;Daycare;;Education & EdTech;👶;"[""childcare"",""early childhood""]";2026-04-17 03:52:52.139936+00;High;$45,000;Steady;"[""patience""]";"[""children""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Children's Education"",""Coding Education"",""Education Technology"",""Engineering Education"",""Finance Education"",""Higher Education"",""Education"",""K-12 Education""]";"[""Early Childhood Education"",""Education & Teaching""]";"[""Education & Teaching""]";;;"[""Education"",""Special Education""]";"[""Manipal Academy of Higher Education""]";;;"[""Education & EdTech"",""Higher Education"",""K-12 Education""]"
a909404d-b01f-4559-a49a-f97fe94ce743;Game Development;Creating video games for various platforms;;Gaming & Esports;🕹️;"[""game dev"",""Unity"",""Unreal"",""game engines""]";2026-04-13 17:01:27.211001+00;High;$55K-$140K;High;"[""problem-solving"",""Problem Solving"",""Attention to Detail"",""Collaboration""]";"[""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding""]";"[""USA"",""India"",""UK"",""Canada""]";"[""Software Development"",""Property Development""]";"[""Game Development""]";"[""Game Development""]";"[""Game Developer"",""Game Producer"",""Mobile Game Developer""]";"[""Blockchain Development"",""Research & Development"",""3D Modeling & Animation""]";"[""Game Design"",""Web Development"",""Mobile Development"",""Child Development""]";;"[""Game Development with Unity"",""Game Design with Unity"",""Android App Development with Kotlin"",""The Complete Android App Development Bootcamp"",""iOS App Development with Swift"",""LangChain for LLM Application Development"",""Full Stack Web Development with React"",""English for Career Development"",""The Complete iOS App Development Bootcamp""]";;"[""Software Development""]"
8e9bfaee-b2a8-4d8f-8706-f911548094eb;Bioinformatics;;;Genomics;📊;[];2026-04-27 04:20:23.971159+00;High;$55K-$120K;Rapid Growth;"[""research"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""biology"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";;"[""Bioinformatics"",""Genetics & Genomics"",""Chronobiology""]";;;;"[""Biophysics""]";"[""BITS Pilani""]";;"[""Guinea-Bissau""]";"[""Genomics"",""Diagnostic Labs""]"
379f1f7d-4014-4198-8c86-188ceab61b28;Hospitality & Tourism;Hotels and travel;;Hospitality & Tourism;🏨;"[""hospitality"",""tourism"",""travel""]";2026-04-17 03:52:52.139936+00;High;$55,000;Recovering;"[""service""]";"[""travel""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Restaurant & Hospitality"",""Adventure Tourism"",""Coastal Tourism"",""Dental Tourism""]";"[""Hospitality & Tourism"",""Hospitality Management"",""Agritourism""]";"[""Sommelier"",""Space Tourism Coordinator"",""Hospitality & Tourism""]";;;;"[""Concordia University"",""Lancaster University"",""Banaras Hindu University"",""Edinburgh Napier University"",""Brigham Young University"",""Heriot-Watt University"",""Erasmus University Rotterdam"",""Keio University"",""Oregon State University"",""Pondicherry University"",""Northwestern University Qatar"",""Massey University"",""Monash University Malaysia"",""Anna University"",""Drexel University"",""Cardiff University""]";;;"[""Hospitality & Tourism"",""Hospitality - Boutique"",""Hospitality - Luxury"",""Medical Tourism""]"
3d67af4d-1d85-431e-bc0b-e4036b3ea5e4;Embedded Finance;;;Fintech;📊;[];2026-04-27 04:20:23.971159+00;High;$75,000;From analyst to CFO track;"[""analytical"",""precision"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data""]";"[""USA"",""UK"",""Australia"",""Canada""]";"[""Decentralized Finance"",""Finance Education""]";"[""Embedded Systems"",""Accounting & Finance""]";"[""Accounting & Finance""]";"[""Embedded Linux Engineer""]";"[""Anchor (Solana)""]";"[""Corporate Finance"",""Finance""]";;"[""Embedded Systems with ESP32"",""Excel for Finance Professionals"",""Behavioral Finance""]";"[""Burkina Faso""]";"[""FinTech"",""Microfinance""]"
0113677c-ee2e-40d2-943e-70c34f0b080c;Manufacturing;Industrial production;;Manufacturing & Industrial;🏭;"[""manufacturing"",""industrial""]";2026-04-17 03:52:52.139936+00;High;$70,000;Steady;"[""precision""]";"[""making""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Auto Manufacturing"",""Bicycle Manufacturing""]";"[""Industrial Engineering"",""Mechanical Engineering""]";"[""Industrial Designer"",""Robotics & Automation"",""Mechanical Engineering""]";;;"[""Manufacturing"",""Industrial Engineering""]";;;"[""South Korea"",""China"",""Chile"",""India"",""Malaysia"",""Uruguay"",""Kenya"",""Belgium"",""Ireland"",""Japan"",""Algeria"",""Thailand"",""Portugal"",""Italy"",""Russia"",""France"",""Morocco"",""Philippines"",""Peru"",""Argentina"",""Spain"",""South Africa"",""Poland"",""Pakistan"",""Egypt"",""Turkey"",""Vietnam"",""Iran"",""Mexico"",""Canada""]";"[""Manufacturing & Industrial"",""Aerospace Manufacturing"",""Chemical Manufacturing"",""Defense Manufacturing"",""Glass Manufacturing"",""Coal Mining"",""Mining Equipment"",""Lithium Mining"",""Hearing Aids"",""Chemical & Materials""]"
ae3c851d-be19-430f-b650-e5da142c244d;Clinical Medicine;Diagnosis and treatment of diseases in clinical settings;;Healthcare & Life Sciences;🩺;"[""doctors"",""diagnosis"",""treatment"",""clinical""]";2026-04-13 17:01:27.211001+00;High;$70,000;Rapid Growth;"[""empathy"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""discipline"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization"",""planning"",""negotiation"",""problem-solving"",""precision""]";"[""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Clinical Research""]";"[""Medicine & Surgery"",""Sleep Medicine"",""Clinical Psychology"",""Emergency Medicine"",""Nuclear Medicine"",""Dermatology"",""Psychiatry"",""Water Resources Engineering"",""Pathology"",""Pediatrics"",""Orthopedics"",""Physical Therapy""]";"[""Nursing"",""Pathologist"",""Medicine"",""Clinical Psychologist""]";"[""Clinical Research Coordinator"",""Clinical Psychologist""]";"[""Nursing & Patient Care""]";"[""Medicine"",""Clinical Pathology"",""Nursing""]";"[""Pontificia Universidad Católica de Chile""]";;"[""Guinea"",""Jamaica""]";"[""Healthcare & Life Sciences"",""Nutraceuticals"",""Hospital Chains"",""Orthopedics""]"
34090e2e-6df7-444e-83b2-ca44bb5c6d52;Mental Health Services;Therapy and counseling;;Mental Health & Wellness;🧠;"[""mental health"",""therapy""]";2026-04-17 03:52:52.139936+00;Very High;$70,000;Rapid Growth;"[""empathy""]";"[""psychology""]";"[""USA"",""Canada"",""Australia"",""UK""]";"[""Mental Health"",""Behavioural Health"",""Community Health"",""Public Health""]";"[""Health Informatics"",""Public Health"",""Speech Pathology"",""Psychiatry"",""Counseling Psychology"",""Clinical Psychology""]";"[""Psychiatrist"",""Psychology"",""Clinical Psychologist"",""Art Therapist"",""Public Health""]";;;"[""Public Health""]";;"[""Public Health Foundations"",""Stanford Introduction to Food and Health""]";;"[""Mental Health & Wellness"",""Mental Health Services"",""Insurance - Health"",""Hospital Chains""]"
16445b4a-97a9-4d31-aa05-58bba284f8cf;Accounting & Tax;Accounting services;;Coal Mining;🧮;"[""accounting"",""tax"",""audit""]";2026-04-17 03:52:52.139936+00;High;$75,000;Stable;"[""precision""]";"[""finance""]";"[""USA"",""UK"",""Australia"",""Canada""]";;"[""Accounting & Finance""]";"[""Bookkeeper"",""Accountant"",""Accounting & Finance""]";;"[""Accounting""]";"[""Accounting""]";"[""Loyola Marymount University"",""Curtin University"",""Brigham Young University""]";"[""Introduction to Financial Accounting"",""Introduction to Accounting""]";"[""Eswatini"",""Antigua and Barbuda""]";"[""Coal Mining""]"
6e8eb1e3-c8db-4d0a-aeaf-a8a131eb7feb;Public Health;Population-level health promotion and disease prevention;;Healthcare & Life Sciences;🏥;"[""epidemiology"",""prevention"",""community health""]";2026-04-13 17:01:27.211001+00;High;$70,000;Stable;"[""service"",""empathy"",""analytical"",""Numeracy"",""Attention to Detail""]";"[""policy"",""psychology"",""risk"",""Finance"",""Business"",""Accounting"",""law""]";"[""USA"",""UK"",""Australia"",""Canada""]";"[""Mental Health"",""Community Health"",""Behavioural Health"",""Mental Health Services""]";"[""Public Health"",""Public Administration"",""Health Informatics"",""Epidemiology"",""Chiropractic""]";"[""Epidemiologist"",""Public Health""]";;"[""Public Speaking"",""Nursing & Patient Care""]";"[""Public Health""]";;"[""Public Health Foundations"",""Public Speaking Mastery"",""Stanford Introduction to Food and Health""]";"[""Dominican Republic"",""Bosnia and Herzegovina""]";"[""Government & Public Sector"",""Government & Public Policy"",""Insurance - Health"",""Mental Health Services"",""Mental Health & Wellness"",""Diagnostic Labs"",""Healthcare IT"",""Hearing Aids""]"
20ae8730-d2ae-4e6e-b3b0-c2cc46aa9133;Environmental Services;Sustainability and climate;;Climate Tech;🌱;"[""environment"",""sustainability""]";2026-04-17 03:52:52.139936+00;High;$80,000;Rapid Growth;"[""systems thinking""]";"[""environment""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Environmental Consulting""]";"[""Environmental Science"",""Permaculture"",""Energy & Renewables"",""Sustainability & ESG""]";"[""Urban Farmer"",""Ecologist"",""Renewable Energy"",""Hydrologist"",""Environmental Science""]";"[""Environmental Engineer""]";"[""Environmental Science""]";"[""Environmental Science"",""Ecology""]";"[""Central European University""]";;"[""Armenia""]";"[""Climate Tech"",""Environmental & Sustainability"",""Iron & Steel"",""Gas Utilities"",""Cement & Concrete""]"
6eba8d34-0707-4e10-8ad4-28d912b3f00c;Aerospace;Aviation and space;;Space Technology;✈️;"[""aerospace"",""aviation"",""space""]";2026-04-17 03:52:52.139936+00;High;$110,000;Strong Growth;"[""precision""]";"[""aviation""]";"[""USA"",""India"",""UK""]";;"[""Aerospace Engineering"",""Helioseismology""]";"[""Astrobiology Researcher"",""Air Traffic Controller"",""Aerospace Engineering""]";"[""Aerospace Engineer""]";;"[""Aerospace Engineering"",""Astronomy"",""Aerodynamics""]";;;"[""Russia"",""Canada""]";"[""Space Technology"",""Space & Satellite Technology"",""Transportation"",""Aerospace & Defense"",""Aerospace Manufacturing""]"
0c28b2eb-8060-4734-87c2-b5945795d2b9;Media & Entertainment;Film, TV, music, gaming;;Creator Economy;🎬;"[""media"",""entertainment"",""content""]";2026-04-17 03:52:52.139936+00;High;$80,000;Strong Growth;"[""creativity""]";"[""media""]";"[""USA"",""UK"",""India"",""Australia"",""Germany""]";"[""Digital Content & Social Media""]";"[""Content Creation & Media"",""Social Media Management"",""Mass Communication""]";"[""Copywriter"",""Journalist"",""Journalism & Media"",""Broadcast Journalist"",""Film & Entertainment""]";;"[""Social Media Marketing"",""DialogFlow""]";"[""Journalism"",""Film Studies""]";"[""Concordia University"",""Jamia Millia Islamia""]";"[""Meta Social Media Marketing Certificate""]";"[""Cambodia"",""Estonia"",""Latvia""]";"[""Creator Economy"",""Entertainment & Media"",""Media Buying"",""News Media"",""Broadcasting""]"
4aca78a1-7601-47eb-b933-a534ec317d50;Freight & Shipping;International and domestic cargo transportation;;Logistics & Supply Chain;🚛;"[""freight"",""cargo"",""shipping"",""trucking""]";2026-04-13 17:01:27.211001+00;Medium;$75,000;Stable;"[""safety"",""planning"",""Leadership"",""Organization"",""Attention to Detail""]";"[""ocean"",""operations"",""Business"",""Management"",""Productivity"",""Data""]";"[""USA"",""UK"",""Australia"",""Canada""]";;"[""Logistics & Supply Chain""]";;;"[""Supply Chain Management""]";;"[""Indian Institute of Foreign Trade""]";;;"[""Marine & Ocean"",""Logistics & Supply Chain"",""Ocean Freight"",""Freight Forwarding""]"
