id;name;platform;url;domain;description;difficulty;duration;avg_rating;price_range;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;icon_emoji;keywords;related_industries;related_sectors;related_domains;related_careers;related_job_roles;related_skills;related_subjects;related_universities;related_courses;related_countries;created_at
b9a87a56-2d87-47a0-a064-659f0201ba99;Information Security Manager - CISM;;;General;;;;;;High;$40K-$90K;Stable;"[""organization"",""safety"",""Leadership"",""Organization"",""Attention to Detail"",""analytical"",""Creativity"",""creativity"",""Communication"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""innovation"",""systems thinking"",""Analytical Skills"",""design"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""research""]";"[""events"",""geology"",""Business"",""Management"",""Productivity"",""Data"",""business"",""Design"",""Art"",""Visuals"",""marketing"",""Marketing"",""Online"",""travel"",""operations"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;;"[""Information Security"",""Information Technology"",""Identity & Access"",""Courier Services""]";"[""Information Technology"",""Network Security"",""Application Security"",""Security Services""]";"[""Information Systems""]";"[""Product Manager"",""Event Manager""]";"[""HR Manager"",""Product Manager"",""Project Manager"",""Event Manager"",""Brand Manager"",""Hotel Manager"",""Application Security Engineer"",""Logistics Manager"",""Compliance Manager"",""Construction Manager"",""Field Marketing Manager"",""AI Product Manager"",""CRM Manager""]";"[""Cloud Security"",""Network Security""]";"[""Information Systems""]";"[""Loyola Marymount University"",""Middlesex University"",""Tsinghua University"",""Lancaster University"",""Aligarh Muslim University"",""Edinburgh Napier University"",""Heriot-Watt University"",""Cranfield University"",""Indiana University Bloomington"",""Aalto University"",""Aarhus University"",""Erasmus University Rotterdam"",""Jindal Global University"",""Oregon State University"",""Massey University"",""Monash University Malaysia"",""Anna University"",""Brandeis University"",""Drexel University"",""KIIT University"",""Cardiff University""]";"[""The Complete Cyber Security Course"",""CompTIA Security+"",""Offensive Security Certified Professional (OSCP)""]";;2026-04-27 04:22:06.830109+00
6ea94192-449c-46d8-9ea8-756f8810df53;Financial Modeling & Valuation;Wall Street Prep;https://www.wallstreetprep.com/;Finance;Wall Street-style modeling;Advanced;Self-paced;;Paid;High;50000;Stable;"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""precision"",""Leadership"",""service"",""planning"",""negotiation"",""Creativity"",""creativity"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""law"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""aviation"",""technology"",""coding"",""Technology"",""Programming""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;"[""fmva"",""financial modeling""]";"[""Banking & Financial Services"",""Financial Advisory"",""FinTech"",""Microfinance""]";"[""Financial Services"",""Affordable Housing""]";"[""Agriculture & Farming"",""Taxation""]";"[""Financial Analyst"",""Insurance Underwriter"",""Accountant"",""Bookkeeper"",""Chartered Accountant""]";"[""Financial Analyst"",""Financial Planner""]";"[""Financial Modeling"",""Investment Analysis"",""Financial Analysis"",""3D Modeling & Animation"",""3D Modeling"",""Anchor (Solana)""]";"[""Climate Modeling""]";[];"[""Financial Markets by Robert Shiller"",""Introduction to Financial Accounting"",""Blender 3D Modeling Bootcamp""]";;2026-04-18 01:09:25.053447+00
d7b756f5-b35f-49f7-ae27-22dee191d657;The Complete Web Developer Bootcamp;Udemy;https://www.udemy.com/course/the-web-developer-bootcamp/;Web Development;Comprehensive full-stack course;Beginner;60 hours;;Paid;Very High;$70K-$180K;Stable Growth;"[""Creativity"",""Attention to Detail"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""planning"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""Technical Aptitude"",""Curiosity""]";"[""Design"",""Art"",""Visuals"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""engineering"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Productivity"",""environment"",""Environment"",""Sustainability"",""Personal Growth""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";📖;"[""bootcamp"",""web"",""fullstack""]";"[""Cinema & Theatre"",""Retail & E-commerce""]";;"[""E-Commerce""]";"[""Frontend Developer"",""Robotics Process Automation Developer""]";"[""Web Developer"",""Frontend Developer"",""Full Stack Developer"",""App Developer"",""Game Developer"",""Mobile Developer"",""Backend Developer"",""Developer Advocate"",""Mobile Game Developer"",""Blockchain Developer""]";"[""Next.js"",""HTML5"",""CSS3""]";"[""Web Development""]";[];"[""The Complete Python Bootcamp From Zero to Hero in Python"",""The Complete Android App Development Bootcamp"",""The Complete iOS App Development Bootcamp"",""The Complete Productivity Bootcamp"",""The Complete SQL Bootcamp 2024"",""Next.js & React - The Complete Guide"",""The Complete JavaScript Course 2024"",""Solidity Developer Bootcamp"",""The Complete JavaScript Course"",""Full Stack Web Development with React"",""MEAN Stack Developer"",""Meta Front-End Developer Certificate""]";;2026-04-18 01:09:25.053447+00
16a68343-471c-4b41-a4fc-8ed15cb13cf8;The Complete Cyber Security Course;Udemy;https://www.udemy.com/course/the-complete-cyber-security-course/;Cybersecurity;Learn about cybersecurity threats, ethical hacking, network security, and data protection.;Intermediate;30 hours;4.5;$19.99-$199.99;Very High;$100,000;High;"[""Problem Solving"",""Analytical Thinking""]";"[""Technology"",""Security"",""Computers""]";"[""USA"",""UK"",""Germany""]";🔒;"[""cybersecurity"",""ethical hacking"",""network security""]";"[""Technology"",""Finance"",""Government"",""Information Security"",""Hydropower"",""Identity & Access"",""Courier Services""]";"[""Information Security"",""Network Administration"",""IT Audit"",""Network Security"",""Application Security"",""Security Services"",""Cyber Insurance""]";"[""Ethical Hacking"",""Network Security"",""Cybersecurity""]";"[""Cybersecurity Analyst"",""Ethical Hacker"",""Information Security Officer"",""Cybersecurity""]";"[""Security Engineer"",""Penetration Tester"",""Security Architect"",""Application Security Engineer""]";"[""Ethical Hacking"",""Network Security"",""Vulnerability Assessment"",""Penetration Testing"",""Cybersecurity Fundamentals"",""Cloud Security""]";"[""Computer Science"",""Information Technology"",""Networking"",""Cyber Law"",""Cybersecurity""]";"[""Arizona State University"",""Middlesex University"",""Tsinghua University"",""University of Vienna"",""Kyoto University"",""Concordia University"",""Lancaster University"",""Aligarh Muslim University"",""Case Western Reserve University"",""Curtin University"",""Edinburgh Napier University"",""Brigham Young University"",""Heriot-Watt University"",""Cranfield University"",""Aalto University"",""Aarhus University"",""Erasmus University Rotterdam"",""Iowa State University"",""Jindal Global University"",""Keio University"",""Ohio State University"",""Oregon State University"",""Monash University Malaysia"",""Tel Aviv University"",""Anna University"",""Brandeis University"",""Drexel University"",""KIIT University"",""Cardiff University""]";"[""Ethical Hacking Essentials"",""CompTIA Security+"",""The Complete SQL Bootcamp 2024"",""The Complete Android App Development Bootcamp"",""The Complete Python Bootcamp From Zero to Hero in Python"",""The Complete iOS App Development Bootcamp"",""The Complete JavaScript Course 2024"",""Offensive Security Certified Professional (OSCP)"",""Next.js & React - The Complete Guide"",""The Complete Productivity Bootcamp"",""The Complete JavaScript Course"",""Flutter & Dart Complete Guide"",""The Complete Web Developer Bootcamp""]";"[""USA"",""UK"",""India"",""Congo""]";2026-04-14 04:57:04.309926+00
68c2882d-16f0-4205-8e3f-2459d9471918;Financial Markets by Robert Shiller;Coursera;https://www.coursera.org/learn/financial-markets-global;Finance;Yale course on finance fundamentals;Beginner;7 weeks;;Paid;High;50000;Stable;"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""precision"",""Leadership"",""service"",""empathy"",""creativity"",""communication"",""planning"",""negotiation"",""Creativity"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""law"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""education"",""technology"",""teaching"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""aviation"",""coding""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;"[""finance"",""markets"",""yale""]";"[""Banking & Financial Services"",""Financial Advisory"",""FinTech"",""Microfinance""]";"[""Financial Services""]";"[""Accounting & Finance""]";"[""Financial Analyst"",""Insurance Underwriter"",""Accountant"",""Bookkeeper"",""Chartered Accountant"",""Accounting & Finance"",""Investment Banking""]";"[""Financial Analyst"",""Financial Planner"",""Carbon Markets Analyst""]";"[""Financial Modeling"",""Investment Analysis"",""Financial Analysis""]";"[""Finance""]";[];"[""Introduction to Financial Accounting"",""Financial Modeling & Valuation""]";;2026-04-18 01:09:25.053447+00
7b10bf5f-4364-456d-bdf5-063afbf28b1e;CompTIA Security+;CompTIA;https://www.comptia.org/certifications/security;Security;Industry-recognized security cert;Intermediate;3 months;;Paid;Very High;130000;Rapidly Growing;"[""planning"",""negotiation"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Analytical Thinking"",""vigilance"",""analytical"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""innovation"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""engineering"",""property"",""technology"",""Technology"",""Cloud Computing"",""IT"",""Security"",""Computers"",""security"",""law"",""events"",""ocean"",""home"",""math"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""environment""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;"[""security+"",""comptia""]";"[""Information Security"",""Identity & Access"",""Courier Services""]";"[""Network Security"",""Application Security"",""Security Services""]";[];;"[""Application Security Engineer""]";"[""Network Security"",""Ethical Hacking"",""Cryptography"",""Cloud Security"",""Cybersecurity Fundamentals""]";;"[""Middlesex University"",""ETH Zurich"",""Kyoto University"",""Concordia University"",""Lancaster University"",""Aligarh Muslim University"",""Case Western Reserve University"",""Curtin University"",""Hanyang University"",""Edinburgh Napier University"",""Brigham Young University"",""Heriot-Watt University"",""University of New South Wales"",""Cranfield University"",""Delhi Technological University"",""Indiana University Bloomington"",""Aalto University"",""Aarhus University"",""Erasmus University Rotterdam"",""Iowa State University"",""Jindal Global University"",""Keio University"",""Ohio State University"",""Oregon State University"",""Northwestern University Qatar"",""Massey University"",""Monash University Malaysia"",""Tel Aviv University"",""Anna University"",""Brandeis University""]";"[""Offensive Security Certified Professional (OSCP)"",""The Complete Cyber Security Course"",""Information Security Manager - CISM""]";"[""Gambia""]";2026-04-18 01:09:25.053447+00
26f594e5-61b1-4492-a0b2-17b3dee56ae0;Node.js Developer Course;Udemy;https://www.udemy.com/course/the-complete-nodejs-developer-course-2/;Web Development;Building backend services with Node;Intermediate;35 hours;;Paid;High;$70K-$180K;Stable Growth;"[""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""planning"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""engineering"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""India"",""UK"",""Germany"",""Canada"",""Australia""]";📖;"[""nodejs"",""backend""]";"[""Courier Services""]";;"[""Software Engineering""]";"[""Frontend Developer"",""Robotics Process Automation Developer""]";"[""Backend Developer"",""Full Stack Developer"",""Web Developer"",""App Developer"",""Frontend Developer"",""Mobile Developer"",""Game Developer"",""Developer Advocate"",""Mobile Game Developer"",""Blockchain Developer""]";"[""Go (Golang)"",""Node.js"",""Java"",""CapacitorJS"",""Ember.js"",""D3.js""]";"[""Web Development""]";"[""Institut Polytechnique de Paris""]";"[""Meta Back-End Developer Certificate"",""Meta Front-End Developer Certificate"",""The Complete Web Developer Bootcamp"",""TensorFlow Developer Certificate"",""Node.js Backend Mastery"",""Solidity Developer Bootcamp"",""CKAD - Kubernetes Application Developer"",""MEAN Stack Developer""]";;2026-04-18 01:09:25.053447+00
f3157c07-49bb-420c-8af4-ccece99bd3d0;The Complete SQL Bootcamp 2024;Udemy;https://www.udemy.com/course/the-complete-sql-bootcamp/;Databases;Learn SQL from scratch, including database design, querying, and data manipulation.;Beginner;10 hours;4.6;$19.99-$199.99;High;$80,000;High;"[""Logical Thinking"",""Attention to Detail""]";"[""Databases"",""Data"",""Programming""]";"[""USA"",""India"",""UK""]";🗄️;"[""sql"",""databases"",""data analysis""]";"[""Finance"",""Technology"",""Healthcare"",""Retail & E-commerce""]";"[""Data Analysis"",""Database Administration"",""Business Intelligence""]";"[""Information Systems"",""Statistics"",""Data Querying"",""Database Management"",""SQL"",""E-Commerce""]";"[""Data Analyst"",""Database Administrator"",""Backend Developer""]";"[""SQL Developer"",""Data Engineer"",""Business Intelligence Analyst""]";"[""PostgreSQL"",""Data Manipulation"",""SQL"",""Database Design"",""SQL & Databases""]";"[""Computer Science"",""Information Technology"",""Databases"",""Database Systems""]";[];"[""PostgreSQL for Everyone"",""MySQL Database Design and Programming"",""The Complete Android App Development Bootcamp"",""The Complete Python Bootcamp From Zero to Hero in Python"",""The Complete iOS App Development Bootcamp"",""The Complete Cyber Security Course"",""The Complete JavaScript Course 2024"",""SQL for Data Analysis"",""The Complete Web Developer Bootcamp"",""The Complete Productivity Bootcamp"",""PyTorch for Deep Learning Bootcamp"",""Solidity Developer Bootcamp"",""Blender 3D Modeling Bootcamp""]";"[""USA"",""India"",""UK""]";2026-04-14 04:57:02.414932+00
7a8659a8-ba97-4fe2-84be-2d496e986211;AI Product Management - Duke;;;business;;;;;;Very High;$80K-$200K;Stable;"[""organization"",""analytical"",""Leadership"",""Organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning""]";"[""events"",""business"",""Business"",""Management"",""Productivity"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Visuals"",""Data Science"",""AI"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";📖;;"[""Asset Management"",""Household Products"",""Consulting - Management""]";"[""Crisis Management""]";"[""Product Management""]";"[""Product Manager"",""Product Management""]";"[""Product Manager"",""AI Product Manager""]";"[""Product Management""]";;"[""Duke University"",""Banaras Hindu University"",""Goa Institute of Management""]";"[""Foundations of Product Management"",""Product Analytics with Mixpanel"",""Product Management Fundamentals""]";;2026-04-27 04:22:06.830109+00
10659172-60db-4288-8335-b70914ecc422;Foundations of Product Management;;;business;;;;;;Very High;$80K-$200K;Stable;"[""organization"",""analytical"",""Leadership"",""Organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning""]";"[""events"",""business"",""Business"",""Management"",""Productivity"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Visuals"",""Data Science"",""AI"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";📖;;"[""Household Products"",""Non-Profit & NGOs"",""Consulting - Management""]";;"[""Product Management""]";"[""Product Manager"",""Product Management""]";"[""Product Manager"",""AI Product Manager""]";"[""Product Management""]";;"[""Indian Institute of Foreign Trade"",""Loyola Marymount University"",""Goa Institute of Management""]";"[""Product Management Fundamentals"",""Copywriting Foundations - LinkedIn"",""Cybersecurity Foundations - SANS"",""Growth Hacking Foundations"",""Rust Programming Foundations"",""Public Health Foundations"",""AI Product Management - Duke"",""Product Analytics with Mixpanel""]";"[""Burundi""]";2026-04-27 04:22:06.830109+00
b8c099bb-cb90-4f85-97db-e7bd1886ac71;Google Project Management Certificate;Coursera;https://www.coursera.org/professional-certificates/google-project-management;Management;Foundational PM training;Beginner;6 months;;Paid;Very High;$60K-$130K;Stable;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""service"",""precision"",""creativity"",""Creativity"",""Attention to Detail"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Leadership"",""Organization"",""Technical Aptitude"",""analytical"",""Numeracy"",""Communication"",""research"",""Analytical Thinking"",""Innovation"",""Curiosity""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""policy"",""aviation"",""making"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""environment"",""energy"",""Environment"",""Sustainability"",""beauty""]";"[""USA"",""India"",""UK"",""Australia"",""Germany"",""Canada""]";📖;"[""project management"",""google"",""pm""]";"[""Household Products"",""Non-Profit & NGOs"",""Consulting - Management"",""Chemical & Materials"",""Cement & Concrete""]";;"[""Construction Management"",""Project Management""]";;"[""Project Manager""]";"[""SEO"",""TensorFlow"",""SEM / Google Ads"",""Project Management"",""Google Cloud Platform"",""Bubble.io""]";;"[""Pontificia Universidad Católica de Chile"",""Goa Institute of Management""]";"[""Google UX Design Certificate"",""Google Digital Marketing Certificate"",""Google Data Analytics Certificate"",""Google IT Support Certificate"",""Google IT Support Professional Certificate"",""Meta Social Media Marketing Certificate"",""Introduction to Project Management"",""TensorFlow Developer Certificate"",""Meta Back-End Developer Certificate"",""IBM Data Science Professional Certificate"",""Meta Front-End Developer Certificate"",""Google Cloud Digital Leader""]";"[""Botswana""]";2026-04-18 01:09:25.053447+00
8d5ba542-b32f-4575-9947-f3faa7699586;Product Management Fundamentals;Reforge;https://www.reforge.com/;Product;Foundations of PM;Intermediate;6 weeks;;Paid;High;$80K-$200K;Stable;"[""analytical"",""Leadership"",""Organization"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning""]";"[""business"",""Business"",""Management"",""Productivity"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Visuals"",""Data Science"",""AI"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";📖;"[""product management"",""pm""]";"[""Asset Management"",""Household Products"",""Non-Profit & NGOs"",""Consulting - Management"",""Chemical & Materials""]";;"[""Product Management""]";"[""Product Management"",""Product Manager""]";"[""Product Manager"",""AI Product Manager""]";"[""Customer Empathy"",""Product Management"",""Cybersecurity Fundamentals""]";;"[""Goa Institute of Management""]";"[""Foundations of Product Management"",""SEO Fundamentals"",""Cybersecurity Fundamentals"",""AI Product Management - Duke"",""Product Analytics with Mixpanel"",""Blockchain Fundamentals - Berkeley"",""Fundamentals of Graphic Design"",""UX Research Fundamentals"",""Azure Fundamentals (AZ-900)""]";"[""Burundi""]";2026-04-18 01:09:25.053447+00
b643c69b-b89a-4c6b-b43e-ed2e4f778283;Elastic Stack Engineer;;;Technology;;;;;;High;$65K-$130K;Stable Growth;"[""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Logical Thinking"",""precision"",""Attention to Detail"",""Organization"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation"",""problem-solving"",""creativity"",""Creativity"",""service""]";"[""math"",""technology"",""Data Science"",""AI"",""Technology"",""Data"",""Business"",""Visuals"",""Mathematics"",""Science"",""making"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;"[""Electric Vehicles""]";;;"[""Data Engineer"",""Sound Engineer"",""Robotics Engineer"",""Agricultural Engineer"",""Biomedical Engineer""]";"[""Full Stack Developer"",""Marine Engineer"",""Network Engineer"",""Data Engineer"",""Environmental Engineer"",""Electrical Engineer"",""Petroleum Engineer"",""Biomedical Engineer"",""Embedded Linux Engineer"",""Chemical Engineer"",""Nuclear Engineer"",""Industrial Engineer"",""Site Reliability Engineer"",""DevOps Engineer"",""Machine Learning Engineer"",""Agricultural Engineer"",""MLOps Engineer"",""Geotechnical Engineer"",""Algorithm Engineer""]";"[""Elastic Beanstalk"",""ELK Stack"",""ElasticSearch"",""ABAP"",""Akka"",""Dremio"",""DynamoDB"",""Elixir""]";;;"[""Full Stack Web Development with React"",""MEAN Stack Developer"",""AWS DevOps Engineer Pro"",""Azure Data Engineer Associate"",""Linux Foundation Certified Engineer""]";"[""Guinea""]";2026-04-27 04:22:06.830109+00
c5f595f9-673e-4179-8f0e-f488428c8263;CS50: Introduction to Computer Science;edX;https://www.edx.org/cs50;Computer Science;Harvard's flagship intro to CS;Beginner;11 weeks;;Free / Verified;Very High;$110,000;High;"[""innovation"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""Communication"",""Attention to Detail"",""Organization"",""discipline"",""empathy"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""organization"",""safety""]";"[""environment"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""Science"",""Mathematics"",""Visuals"",""Productivity"",""sports"",""health"",""animals"",""making"",""food"",""engineering""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";📖;"[""cs50"",""harvard"",""computer science"",""intro""]";"[""Data Science & Analytics"",""Internet of Things"",""Retail & E-commerce""]";"[""Computer Vision"",""Data Science & Analytics""]";"[""Computer Science"",""Actuarial Science"",""Cognitive Science"",""Data Science & Analytics"",""Environmental Science"",""Forensic Science"",""Materials Science"",""Cosmetic Science""]";"[""Environmental Science"",""Data Science"",""Sports Science & Management"",""Veterinary Science""]";;"[""Computer Vision"",""Environmental Science"",""Dagster""]";"[""Computer Science"",""Cognitive Science"",""Data Science"",""Computer Graphics"",""Computer Networks"",""Veterinary Science"",""Political Science"",""Materials Science"",""Environmental Science"",""Sports Science""]";"[""Cochin University of Science and Technology"",""Korea Advanced Institute of Science and Technology"",""Indian Institute of Science"",""Hong Kong University of Science and Technology""]";"[""Introduction to Computer Science and Programming Using Python"",""Data Science: [University Name] Course"",""Introduction to Probability and Data"",""Introduction to Artificial Intelligence"",""Introduction to Psychology"",""Introduction to Data Analysis Using Excel"",""Introduction to Sustainability"",""The Science of Well-Being"",""The Science of Happiness"",""Advanced Data Science with IBM"",""IBM Data Science Professional Certificate"",""The Science of Nutrition"",""Python for Data Science"",""Applied Data Science with Python""]";;2026-04-18 01:09:25.053447+00
1d223d5d-34c1-49ad-9da7-746d4f53ff69;Product Analytics with Mixpanel;;;business;;;;;;Very High;$110,000;High;"[""organization"",""analytical"",""Leadership"",""Organization"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy""]";"[""events"",""business"",""Business"",""Management"",""Productivity"",""math"",""technology"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Visuals"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada"",""India""]";📖;;"[""Data Analytics"",""Data Science & Analytics"",""Household Products""]";"[""Data Science & Analytics""]";"[""Product Management"",""Supply Chain Analytics"",""Data Science & Analytics""]";"[""Product Manager"",""Product Management""]";"[""Product Manager"",""AI Product Manager""]";"[""Product Management"",""Crash Analytics""]";"[""Business Analytics""]";;"[""AI Product Management - Duke"",""Foundations of Product Management"",""Product Management Fundamentals"",""Business Analytics with Excel"",""Power BI for Business Analytics"",""Google Data Analytics Certificate""]";;2026-04-27 04:22:06.830109+00
10cbfb60-428e-4c3c-bdf4-850bd8754054;Machine Learning by Andrew Ng;Coursera;https://www.coursera.org/learn/machine-learning;AI;Foundational ML course;Intermediate;11 weeks;;Paid;Very High;100000;Rapidly Growing;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;"[""ml"",""andrew ng"",""stanford""]";"[""Artificial Intelligence & Machine Learning"",""Machine Tools"",""E-learning Platforms"",""Online Gaming""]";"[""Continuous Learning"",""Distance Learning"",""Online Learning""]";"[""Agriculture & Farming""]";;"[""Machine Learning Engineer"",""Machine Learning Platform Engineer""]";"[""LLM Fine-tuning"",""Deep Learning"",""Prompt Engineering"",""Vector Databases"",""Natural Language Processing"",""LangChain"",""TensorFlow"",""PyTorch"",""Computer Vision"",""Machine Learning"",""Federated Learning"",""Capybara"",""Caffe"",""AlphaFold"",""Anchor (Solana)""]";;"[""EPFL""]";"[""Deep Learning Specialization"",""PyTorch for Deep Learning Bootcamp"",""Machine Learning"",""Machine Learning - Andrew Ng"",""Learning How to Learn"",""Reinforcement Learning""]";"[""Guinea-Bissau"",""Antigua and Barbuda""]";2026-04-18 01:09:25.053447+00
