id;title;domain;description;seniority_levels;avg_salary_usd;demand_level;skills_required;education_required;certifications;keywords;career_path_keywords;created_at;industry;sector;related_subjects;related_universities;related_domains;growth_trajectory;soft_skills;interests;countries_in_demand;related_careers;related_industries;related_sectors;related_skills;related_courses;related_countries
b81deed2-e928-420f-84e2-366a9f639d28;Anesthesiologist;Healthcare;Administers anesthesia during surgical procedures;[];$70,000;High;"[""pharmacology"",""patient monitoring"",""critical care""]";;[];"[""anesthesia"",""surgery"",""medical""]";"[""Medicine""]";2026-03-09 03:42:45.923926+00;Healthcare & Life Sciences;Wellness & Fitness;[];[];"[""Immunology""]";Rapid Growth;"[""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization""]";"[""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Midwife"",""Medicine"",""Chiropractor"",""Optometrist"",""Dentistry"",""Acupuncturist"",""Paramedic"",""Clinical Psychologist"",""Pathologist"",""Public Health"",""Podiatrist"",""Gerontologist"",""Dietitian"",""Veterinary Science"",""Physiotherapist"",""Neurologist"",""Pharmacy"",""Psychiatrist"",""Audiologist"",""Nursing"",""Veterinarian"",""Kinesiologist"",""Pharmacist"",""Dermatologist"",""Radiographer"",""Nutritionist""]";"[""Dermatology""]";;[];;"[""Bosnia and Herzegovina""]"
88a50946-dc62-4fbd-85fd-ac83037212c8;GIS Specialist;Technology;Creates and analyzes geographic information systems;[];$110,000;Very High;"[""GIS"",""mapping"",""spatial analysis"",""remote sensing""]";;[];"[""GIS"",""mapping"",""geospatial""]";"[""Geography""]";2026-03-09 03:42:45.923926+00;Information Technology;DevOps & Infrastructure;[];[];"[""Fisheries Science"",""Speleology""]";Exponential industrial demand;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Data Science"",""Data Engineer"",""Software Engineering"",""Cloud Computing & DevOps"",""Cloud Architect"",""Artificial Intelligence"",""Game Development"",""Cartographer"",""Product Management"",""Geographer"",""Cybersecurity"",""Robotics & Automation"",""Blockchain & Web3"",""Surveyor"",""Quantum Computing"",""Robotics Process Automation Developer"",""Disaster Management Specialist"",""Aquaculture Specialist""]";;"[""Aerial Imaging""]";"[""DialogFlow""]";"[""Tableau Desktop Specialist""]";
962e6fb6-2bf0-4227-b49c-508da9a7bce3;DevOps Engineer;Cloud Computing;Automates software deployment and infrastructure management;"[""Junior"",""Mid"",""Senior"",""Staff"",""Principal""]";$80K-$170K;Very High;"[""CI/CD"",""Docker"",""Kubernetes"",""Terraform"",""AWS"",""Linux""]";Bachelor in CS/Engineering;[];"[""DevOps"",""automation"",""CI/CD""]";"[""DevOps"",""Cloud Computing""]";2026-03-09 03:33:46.151983+00;Information Technology;DevOps & Infrastructure;"[""Robotics""]";"[""EPFL"",""Aarhus University"",""ISI Kolkata"",""Keio University"",""Osaka University"",""KIIT University""]";[];Rapidly Growing;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving"",""precision""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT"",""making""]";"[""USA"",""UK"",""Germany""]";"[""Cloud Computing & DevOps"",""Robotics & Automation"",""Robotics Process Automation Developer"",""Robotics Engineer"",""Product Management"",""Blockchain & Web3"",""Agricultural Engineer"",""Game Development"",""Biomedical Engineer"",""Sound Engineer"",""Data Engineer"",""Cybersecurity"",""Data Science"",""Artificial Intelligence"",""Software Engineering"",""Cloud Architect"",""Quantum Computing""]";"[""Healthcare IT"",""IT Hardware"",""Online Gaming""]";"[""DevOps & Infrastructure""]";"[""CircleCI"",""Akka"",""ASP.NET"",""AWS"",""Terraform"",""D3.js"",""Cassandra"",""Kubernetes"",""Chakra UI"",""Dropwizard"",""DynamoDB"",""Elixir"",""Cloud Architecture"",""ClickHouse"",""CI/CD"",""DevOps"",""DevSecOps"",""CDK (AWS)"",""Docker"",""BeautifulSoup"",""Bubble.io"",""Boto3"",""Azure DevOps"",""C++ STL""]";"[""Elastic Stack Engineer"",""AWS DevOps Engineer Pro"",""Azure Data Engineer Associate"",""Linux Foundation Certified Engineer"",""Linear Algebra - MIT OCW""]";"[""Guinea""]"
850509fe-8eca-4a32-bcfe-851d0d934d2d;Epidemiologist;Healthcare;Studies patterns and causes of diseases in populations;[];$70,000;High;"[""biostatistics"",""research design"",""data analysis""]";;[];"[""epidemiology"",""disease"",""public health""]";"[""Public Health""]";2026-03-09 03:42:45.923926+00;Healthcare & Life Sciences;Wellness & Fitness;"[""Public Health""]";[];"[""Epidemiology"",""Immunology"",""Gastroenterology"",""Nephrology"",""Oncology"",""Parasitology"",""Mycology"",""Chronobiology""]";Rapid Growth;"[""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization""]";"[""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Midwife"",""Medicine"",""Chiropractor"",""Optometrist"",""Dentistry"",""Acupuncturist"",""Epidemiologist"",""Paramedic"",""Clinical Psychologist"",""Pathologist"",""Public Health"",""Podiatrist"",""Gerontologist"",""Dietitian"",""Veterinary Science"",""Physiotherapist"",""Neurologist"",""Pharmacy"",""Psychiatrist"",""Audiologist"",""Nursing"",""Veterinarian"",""Kinesiologist"",""Pharmacist"",""Dermatologist"",""Radiographer"",""Nutritionist""]";;;[];;
76b70f82-a30b-40be-b03f-a44ace0292f1;Climate Risk Analyst;General;;[];$110,000;High;[];;[];[];[];2026-04-27 04:22:33.809021+00;Banking & Financial Services;Financial Services;"[""Climate Modeling""]";[];[];Rapid Growth;"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""precision"",""Leadership"",""service"",""vigilance"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""law"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""security"",""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers"",""environment"",""Environment""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Actuarial Analyst""]";"[""Climate Tech""]";"[""Climate Tech"",""Risk & Compliance""]";;"[""Climate Change Solutions""]";
a5ecf247-a32d-481f-871b-5b0af479aaf6;Conservation Scientist;Science;Manages natural resources and protects ecosystems;[];$110,000;Medium;"[""ecology"",""field research"",""GIS"",""conservation planning""]";;[];"[""conservation"",""ecology"",""natural resources""]";"[""Environmental Science""]";2026-03-09 03:42:45.923926+00;Information Technology;Marine & Maritime;"[""Ecology""]";"[""University of Vienna"",""Oregon State University""]";"[""Fisheries Science"",""Soil Science"",""Plant Science""]";Stable;"[""innovation"",""safety"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""outdoors"",""empathy""]";"[""environment"",""geology"",""ocean"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""biology"",""nature"",""animals""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Meteorologist"",""Ornithologist"",""Geologist"",""Herpetologist"",""Botanist"",""Nanotechnology"",""Oceanographer"",""Environmental Science"",""Marine Conservation Biologist"",""Biotechnology"",""Ecologist"",""Forester"",""Entomologist"",""Zoologist"",""Wildlife Photographer"",""Food Scientist"",""Data Scientist""]";"[""Outdoor Recreation"",""Mining Equipment"",""Non-Profit & NGOs""]";;[];;"[""Cameroon"",""Congo"",""Comoros""]"
29ecf0ce-b8fa-4a86-be2c-6b7a5ca8f46a;Data Scientist;Data Science & Analytics;Analyzes complex data to drive business decisions;"[""Junior"",""Mid"",""Senior"",""Staff"",""Principal""]";$85K-$180K;Very High;"[""Python"",""R"",""statistics"",""machine learning"",""SQL"",""visualization""]";Master/PhD in quantitative field;[];"[""data science"",""analytics"",""ML""]";"[""Data Science"",""Analytics"",""AI""]";2026-03-09 03:33:46.151983+00;Information Technology;Environmental Services;"[""Data Science"",""Data Structures""]";"[""Arizona State University"",""University of Vienna"",""Iowa State University"",""ISI Kolkata"",""Northwestern University Qatar""]";[];Growing into AI/ML leadership;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Data Science"",""Food Scientist"",""Data Scientist"",""Data Engineer""]";;"[""Data Science & Analytics"",""Data Centers"",""Augmented Reality""]";"[""dbt"",""Data Analysis"",""Machine Learning"",""SQL"",""Python Programming"",""Data Visualization"",""CoreData"",""Delta Lake""]";"[""Python for Everybody Specialization"",""Data Engineering with Snowflake"",""Introduction to Data Analysis Using Excel"",""Advanced Data Science with IBM"",""Applied Data Science with Python"",""Azure Data Engineer Associate"",""Machine Learning"",""Introduction to Artificial Intelligence"",""Google Data Analytics Certificate"",""Data Science: [University Name] Course"",""Data Visualization with Tableau"",""The Complete Python Bootcamp From Zero to Hero in Python"",""SQL for Data Analysis"",""Python for Data Science"",""Data Storytelling Bootcamp"",""Data Structures & Algorithms in Python"",""PySpark for Big Data"",""Introduction to Probability and Data"",""JavaScript Algorithms & Data Structures"",""IBM Data Science Professional Certificate"",""Hadoop & Big Data"",""Neural Networks from Scratch""]";"[""Antigua and Barbuda""]"
f87061e2-3654-4b8e-9510-67d784cabf83;ASIC Design Engineer;General;;[];95000;High;[];;[];[];[];2026-04-27 04:22:33.809021+00;Entertainment & Media;UI/UX Design;"[""Costume Design"",""Game Design"",""Communication Design"",""Design Anthropology"",""Fashion Design"",""Interior Design"",""Curriculum Design"",""Graphic Design"",""Industrial Design""]";[];"[""Physics""]";Stable Growth;"[""Creativity"",""Attention to Detail"",""creativity"",""planning"",""negotiation"",""Leadership"",""Organization"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""precision"",""problem-solving"",""Logical Thinking"",""Collaboration"",""Communication"",""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Numeracy"",""service"",""discipline""]";"[""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""design"",""art"",""arts"",""engineering"",""property"",""Business"",""Management"",""Productivity"",""Data"",""technology"",""Technology"",""Cloud Computing"",""IT"",""film"",""media"",""making"",""music"",""coding"",""Programming""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada"",""India""]";"[""Graphic Design"",""UX/UI Design"",""Fashion Design""]";"[""Interior Design"",""Electric Vehicles""]";"[""UI/UX Design"",""Architecture & Design""]";"[""Motion Design"",""Design Systems"",""UI/UX Design"",""Domain Driven Design"",""Graphic Design"",""Design Thinking"",""UI Design"",""UX Design""]";"[""Design Systems with Figma"",""Game Design with Unity"",""Mobile UX Design"",""Fundamentals of Graphic Design"",""Human-Centered Design - IDEO"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials"",""Google UX Design Certificate"",""Behavioral Design Bootcamp""]";
579c6e89-fd4c-49fc-87ec-aed77158feec;Clinical Research Coordinator;Healthcare;Manages clinical trials and research studies;[];$70,000;High;"[""clinical trials"",""regulatory compliance"",""data management""]";;[];"[""clinical research"",""trials"",""coordinator""]";"[""Biotechnology"",""Medicine""]";2026-03-09 03:42:45.923926+00;Healthcare & Life Sciences;Wellness & Fitness;"[""Clinical Pathology""]";[];"[""Operations Research"",""Physical Therapy""]";Rapid Growth;"[""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization""]";"[""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Midwife"",""Medicine"",""Chiropractor"",""Optometrist"",""Dentistry"",""Acupuncturist"",""Paramedic"",""Clinical Psychologist"",""Pathologist"",""Public Health"",""Podiatrist"",""Gerontologist"",""Dietitian"",""Veterinary Science"",""Physiotherapist"",""Neurologist"",""Pharmacy"",""Psychiatrist"",""Audiologist"",""Nursing"",""Veterinarian"",""Kinesiologist"",""Pharmacist"",""Dermatologist"",""Radiographer"",""Nutritionist"",""Space Tourism Coordinator""]";"[""Market Research"",""Hearing Aids""]";"[""Market Research"",""Clinical Research"",""Clinical Medicine""]";"[""Research & Development""]";"[""UX Research Fundamentals""]";
0c83b328-5fb1-4125-9047-f7c7b944d79c;Marketing Operations Manager;General;;[];$80,000;High;[];;[];[];[];2026-04-27 04:22:33.809021+00;Professional Services;Event Management;"[""Operations Management"",""Marketing""]";"[""Loyola Marymount University"",""Curtin University"",""Erasmus University Rotterdam""]";"[""Operations Research"",""Mass Communication"",""Communications & PR""]";Stable Growth;"[""organization"",""creativity"",""Leadership"",""Organization"",""Attention to Detail"",""Communication"",""Creativity"",""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking""]";"[""events"",""marketing"",""Business"",""Management"",""Productivity"",""Data"",""Marketing"",""Online"",""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Technology"",""Programming"",""Computers""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Product Manager"",""Marketing & Advertising""]";"[""Automotive Aftermarket"",""Educational Publishing"",""Cosmetics"",""MarTech"",""E-commerce Marketplaces""]";;"[""Digital Marketing"",""Social Media Marketing"",""Email Marketing"",""Performance Marketing"",""Empathic Listening""]";"[""Introduction to Digital Marketing"",""Content Marketing Mastery"",""Meta Social Media Marketing Certificate"",""HubSpot Inbound Marketing Certification"",""Google Digital Marketing Certificate"",""Hootsuite Social Marketing Certification"",""PMP Certification Prep""]";
82e9ee8f-1699-4219-b881-d3b99e349c86;Nurse;Nursing;Provides patient care and health education;"[""Staff Nurse"",""Senior Nurse"",""Charge Nurse"",""Nurse Manager"",""Director""]";$50K-$100K;Very High;"[""patient care"",""clinical skills"",""medication admin"",""EMR"",""triage""]";BSN degree + RN license;[];"[""nursing"",""patient care"",""clinical""]";"[""Nursing"",""Healthcare""]";2026-03-09 03:33:46.151983+00;Information Technology;Clinical Medicine;"[""Nursing""]";"[""Case Western Reserve University""]";[];Diverse specialization opportunities;"[""empathy""]";"[""medicine"",""health""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Nursing""]";"[""Nutraceuticals""]";;"[""Nursing & Patient Care""]";;
14aa81b2-87d6-49c4-939f-f0ff5ddc7e50;Environmental Engineer;Environmental Science;Develops solutions for environmental problems;"[""Junior"",""Mid"",""Senior"",""Principal""]";$60K-$120K;High;"[""environmental assessment"",""remediation"",""sustainability"",""water treatment""]";Bachelor in Environmental Eng;[];"[""environmental"",""sustainability"",""remediation""]";"[""Environmental Science"",""Sustainability""]";2026-03-09 03:33:46.151983+00;Environmental & Sustainability;Environmental Services;"[""Environmental Science""]";[];[];Rapid Growth;"[""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Problem Solving"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors"",""public health""]";"[""environment"",""energy"",""Environment"",""Sustainability"",""Technology"",""math"",""technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""ocean"",""nature"",""geology""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Renewable Energy"",""Environmental Science"",""Urban Farmer"",""Marine Conservation Biologist"",""Ecologist"",""Forester"",""Hydrologist""]";"[""Environmental & Sustainability"",""Mining Equipment"",""Iron & Steel"",""Cement & Concrete""]";"[""Environmental Consulting"",""Environmental Services""]";"[""Environmental Science""]";"[""Elastic Stack Engineer"",""Azure Data Engineer Associate"",""Linux Foundation Certified Engineer"",""AWS DevOps Engineer Pro"",""Neural Networks from Scratch""]";"[""Armenia""]"
141f8cc9-b9f2-4fe6-a61a-f4cfa9ec155c;Data Engineer;Data Science & Analytics;Builds and maintains data pipelines and infrastructure;"[""Junior"",""Mid"",""Senior"",""Staff"",""Principal""]";$80K-$170K;Very High;"[""Python"",""SQL"",""Spark"",""Airflow"",""ETL"",""data warehousing""]";Bachelor in CS/Engineering;[];"[""data engineering"",""pipelines"",""ETL""]";"[""Data Science"",""Data Engineering""]";2026-03-09 03:33:46.151983+00;Information Technology;Manufacturing;"[""Data Science"",""Data Structures""]";"[""Edinburgh Napier University"",""ISI Kolkata"",""Northwestern University Qatar""]";[];Stable Growth;"[""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Logical Thinking"",""precision"",""Attention to Detail"",""Organization"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation"",""problem-solving""]";"[""math"",""technology"",""Data Science"",""AI"",""Technology"",""Data"",""Business"",""Visuals"",""Mathematics"",""Science"",""making"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Data Engineer"",""Data Scientist"",""Biomedical Engineer"",""Robotics Engineer"",""Data Science""]";;"[""Data Science & Analytics"",""Data Centers""]";"[""CI/CD"",""ETL Pipelines"",""Data Analysis"",""SQL"",""SQL & Databases"",""Data Visualization"",""CoreData"",""Dagster"",""Delta Lake""]";"[""Elastic Stack Engineer"",""Data Engineering with Snowflake"",""Introduction to Data Analysis Using Excel"",""Advanced Data Science with IBM"",""Applied Data Science with Python"",""Azure Data Engineer Associate"",""Google Data Analytics Certificate"",""Data Science: [University Name] Course"",""Data Visualization with Tableau"",""SQL for Data Analysis"",""Python for Data Science"",""Data Storytelling Bootcamp"",""Linux Foundation Certified Engineer"",""The Complete SQL Bootcamp 2024"",""Data Structures & Algorithms in Python"",""PySpark for Big Data"",""Introduction to Probability and Data"",""JavaScript Algorithms & Data Structures"",""IBM Data Science Professional Certificate"",""AWS DevOps Engineer Pro"",""Hadoop & Big Data"",""Linear Algebra - MIT OCW""]";"[""Guinea""]"
fff2836f-6b9c-4141-8703-742a19a52941;Business Analyst;Business Administration;Analyzes business processes and recommends improvements;"[""Junior"",""Mid"",""Senior"",""Lead""]";$60K-$120K;High;"[""requirements gathering"",""SQL"",""data analysis"",""process mapping"",""Agile""]";Bachelor in Business/IT;[];"[""business analysis"",""requirements"",""process""]";"[""Business"",""IT Consulting""]";2026-03-09 03:33:46.151983+00;Information Technology;Financial Services;"[""Business Administration"",""Business Law"",""Chemical Engineering"",""Business Analytics""]";"[""London Business School"",""Indian School of Business"",""Anna University"",""ICFAI Business School""]";"[""International Business"",""Business Administration""]";Stable Growth;"[""Attention to Detail"",""Organization"",""Analytical Skills"",""Problem Solving"",""analytical"",""Numeracy"",""Leadership"",""service"",""precision"",""research"",""Analytical Thinking"",""Innovation"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation"",""problem-solving""]";"[""Business"",""Productivity"",""Data"",""Environment"",""Sustainability"",""Technology"",""business"",""finance"",""Finance"",""Accounting"",""Numbers"",""Management"",""policy"",""risk"",""law"",""technology"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers""]";"[""USA"",""Canada"",""Australia"",""Germany"",""UK"",""India""]";"[""Cryptocurrency Analyst"",""Financial Analyst"",""Actuarial Analyst""]";"[""Agribusiness""]";"[""Business Travel""]";"[""Business Analysis"",""Data Analysis"",""SQL"",""Anchor (Solana)""]";"[""Excel Skills for Business Specialization"",""Power BI for Business Analytics"",""Excel Skills for Business"",""The Business of Renewable Energy"",""Business Analytics with Excel""]";"[""Burkina Faso"",""Burundi"",""Angola"",""Antigua and Barbuda"",""Botswana""]"
961ddbf2-cbfc-4296-8682-452332bf9d64;Compliance Manager;General;;[];$40K-$90K;High;[];;[];[];[];2026-04-27 04:22:33.809021+00;Hospitality & Tourism;Event Management;[];"[""Boston College"",""Narsee Monjee Institute"",""Concordia University"",""Jamia Millia Islamia""]";"[""Criminal Justice""]";Stable;"[""organization"",""analytical"",""Problem Solving"",""Analytical Thinking"",""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""Numeracy"",""precision"",""creativity"",""Communication"",""Creativity"",""service"",""safety"",""planning"",""problem-solving"",""Logical Thinking"",""innovation"",""systems thinking"",""Analytical Skills"",""design"",""Critical Thinking"",""Innovation""]";"[""events"",""law"",""Technology"",""Security"",""Computers"",""property"",""Business"",""Management"",""Productivity"",""Data"",""finance"",""Finance"",""Accounting"",""Numbers"",""marketing"",""Marketing"",""Online"",""policy"",""risk"",""geology"",""operations"",""business"",""Design"",""Art""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Event Manager"",""Compliance Officer"",""Product Manager""]";"[""Courier Services"",""Microfinance""]";"[""Risk & Compliance""]";"[""Anchor (Solana)""]";"[""Information Security Manager - CISM""]";
dc887be0-08be-4aa8-b25b-aa046de3c996;Art Director;Media/Advertising;Oversees visual style in publications and productions;[];75000;High;"[""Design"",""Creative Direction"",""Adobe Suite""]";;[];[];"[""art direction"",""design""]";2026-04-07 04:56:33.423341+00;Consumer Goods & Retail;UI/UX Design;"[""Art Therapy"",""Contemporary Art"",""Graphic Design""]";[];[];Rapid Growth;"[""empathy"",""discipline"",""creativity"",""Creativity"",""Attention to Detail"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking""]";"[""psychology"",""health"",""music"",""arts"",""film"",""media"",""Design"",""Art"",""Visuals"",""fashion"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""sports"",""medicine"",""biology""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Art Therapist"",""Music & Audio"",""Film & Entertainment"",""Graphic Design"",""Fashion Design""]";"[""Luxury Goods""]";;[];;
8f627d89-9165-45ce-b3c7-01c3843237a8;Game Producer;General;;[];$55K-$140K;High;[];;[];[];[];2026-04-27 04:22:33.809021+00;Information Technology;Game Development;"[""Game Design""]";[];"[""Game Development""]";High;"[""problem-solving"",""Problem Solving"",""Attention to Detail"",""Collaboration"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Organization"",""Logical Thinking"",""research"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service""]";"[""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""events"",""ocean"",""home"",""math"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Game Development""]";"[""Online Gaming""]";"[""Game Development""]";;"[""Game Design with Unity"",""Game Development with Unity"",""PMP Certification Prep""]";
09d1bcc6-3c7e-4cde-9aba-6f5c3999f98f;Graphic Designer;Graphic Design;Creates visual content for print and digital media;"[""Junior"",""Mid"",""Senior"",""Lead"",""Creative Director""]";$40K-$100K;High;"[""Photoshop"",""Illustrator"",""InDesign"",""typography"",""branding""]";Bachelor in Graphic Design;[];"[""graphic design"",""visual"",""branding""]";"[""Graphic Design"",""Visual Arts""]";2026-03-09 03:33:46.151983+00;Entertainment & Media;UI/UX Design;"[""Graphic Design"",""Cinematography""]";"[""JNU Delhi"",""Nanyang Polytechnic""]";"[""Cinematography""]";Growing with digital demand;"[""Creativity"",""Attention to Detail"",""creativity"",""Leadership"",""Organization"",""Communication""]";"[""Design"",""Art"",""Visuals"",""marketing"",""Business"",""Management"",""Productivity"",""Data"",""Marketing"",""Online""]";"[""USA"",""UK"",""Australia"",""Canada"",""India""]";"[""Graphic Design"",""Marketing & Advertising"",""Perfumer / Fragrance Designer"",""Toy Designer"",""Textile Designer"",""UX Designer"",""Prosthetics Designer"",""Interior Designer"",""Puppeteer / Puppet Designer"",""Fragrance Designer"",""Costume Designer"",""Sound Designer"",""Industrial Designer""]";;;"[""Brand Strategy"",""Graphic Design"",""CSS Grid""]";"[""Fundamentals of Graphic Design""]";"[""Grenada""]"
