id;name;description;domain;related_skills;related_universities;related_domains;keywords;created_at;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_careers;related_job_roles;related_subjects;related_courses;related_countries
56c554fc-1152-4497-8d1e-c335ac197175;Algorithms;Problem-solving procedures;Technology;"[""AlphaFold""]";[];"[""Computer Science""]";"[""algorithms"",""complexity"",""cs""]";2026-04-18 01:05:59.768509+00;Very High;$90,000;High;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";[];"[""Algorithmic Trading""]";[];"[""Algorithm Engineer""]";;"[""Algorithms Specialization"",""Data Structures & Algorithms in Python"",""Algorithms Specialization - Stanford"",""Advanced Algorithms - Princeton"",""JavaScript Algorithms & Data Structures"",""Microservices with Spring Boot"",""Linear Algebra - MIT OCW""]";
a4e9b72d-96a2-45fa-ab6f-0bf9810c1992;Cyber Law;;Law;[];"[""Lancaster University"",""Edinburgh Napier University""]";"[""Law & Legal Studies""]";[];2026-04-27 04:20:58.388691+00;High;$110,000;Stable;"[""analytical"",""service"",""Numeracy"",""Attention to Detail"",""Organization"",""precision"",""Problem Solving"",""Analytical Thinking""]";"[""law"",""policy"",""risk"",""Finance"",""Business"",""Accounting"",""finance"",""Numbers"",""Technology"",""Security"",""Computers""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""LegalTech"",""Courier Services""]";"[""Cyber Insurance""]";"[""Law""]";;"[""Construction Law"",""Contract Law"",""Law"",""Constitutional Law"",""Business Law"",""Criminal Law"",""International Law""]";"[""The Complete Cyber Security Course""]";"[""Latvia""]"
0d53e6b0-e1fc-4385-9a6e-edd81dae4552;Botany;Study of plants;Sciences;[];[];"[""Dendrology"",""Plant Science""]";"[""botany"",""plants"",""flora""]";2026-04-18 01:05:59.768509+00;Low;$60,000;Stable;"[""outdoors"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""nature"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";[];[];"[""Botanist""]";[];;[];"[""Kyrgyzstan""]"
9cb4e4b4-bc34-4e97-80f9-0a90347678eb;Literature;Study of written works;Humanities;"[""Copywriting""]";"[""Trinity College Dublin"",""Northwestern University Qatar""]";"[""Writing & Publishing"",""Comparative Literature""]";"[""literature"",""books"",""writing""]";2026-04-18 01:05:59.768509+00;Medium;$40K-$70K;Stable Growth;"[""creativity"",""Communication"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Leadership"",""Organization"",""negotiation"",""analytical"",""Numeracy"",""safety"",""Analytical Thinking""]";"[""marketing"",""content"",""media"",""Marketing"",""Business"",""Online"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""Management"",""Productivity""]";"[""USA"",""UK"",""India"",""Australia"",""Germany"",""Canada""]";"[""Cinema & Theatre""]";[];"[""Librarian""]";"[""Writer / Author""]";"[""Comparative Literature"",""American Literature"",""Arabic Literature"",""Chinese Literature""]";[];
71aad100-d2d2-4cdf-9d1a-7754b0f47ad4;Artificial Intelligence;Machines that exhibit intelligent behavior;Technology;"[""Artificial Intelligence"",""Emotional Intelligence"",""ARKit"",""BeautifulSoup""]";"[""Narsee Monjee Institute"",""Curtin University"",""Cornell Tech"",""Pontificia Universidad Católica de Chile"",""Jamia Millia Islamia"",""Tel Aviv University""]";"[""Artificial Intelligence"",""E-Commerce""]";"[""ai"",""machine learning"",""cs""]";2026-04-18 01:05:59.768509+00;Very High;$140,000;Rapidly Growing;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""Curiosity"",""Forward Thinking"",""vigilance"",""creativity"",""Creativity"",""organization"",""safety"",""design""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""Future"",""security"",""film"",""arts""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Artificial Intelligence"",""Artificial Intelligence & Machine Learning"",""Internet of Things"",""AR/VR & Metaverse""]";"[""Augmented Reality""]";"[""Data Science"",""Artificial Intelligence""]";"[""AI/ML Engineer"",""Intelligence Analyst""]";;"[""Machine Learning"",""Advanced Data Science with IBM"",""AI For Everyone"",""Introduction to Artificial Intelligence""]";"[""China""]"
130e25cb-4a8f-458b-b661-c672a73ee31b;Quantum Physics;Behavior of matter at atomic scales;Sciences;[];"[""Princeton University"",""California Institute of Technology""]";"[""Cryogenics"",""Physics"",""Quantum Computing"",""Astronomy & Astrophysics""]";"[""quantum"",""particles"",""physics""]";2026-04-18 01:05:59.768509+00;High;$65K-$130K;Steady;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving"",""analytical"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills"",""organization"",""design"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Organization"",""research""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT"",""research"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""coding"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment""]";"[""USA"",""UK"",""Germany"",""Australia"",""India"",""Canada""]";"[""Optics & Photonics""]";[];"[""Quantum Computing""]";"[""Physicist""]";"[""Physics""]";"[""Intro to Quantum Computing""]";
ccac203f-759f-45f2-ba67-f9ea1bc63f43;Curriculum Design;;Design;"[""Design Systems"",""Domain Driven Design"",""UX Design"",""Design Thinking"",""UI/UX Design"",""Motion Design"",""UI Design"",""Graphic Design""]";[];"[""Industrial Design"",""Fashion Design"",""Interior Design"",""Graphic Design"",""Design (UI/UX)""]";[];2026-04-27 04:20:58.388691+00;High;95000;Stable Growth;"[""Creativity"",""Attention to Detail"",""creativity"",""planning"",""negotiation"",""Leadership"",""Organization"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""precision"",""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""discipline"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation""]";"[""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""engineering"",""design"",""art"",""arts"",""property"",""Business"",""Management"",""Productivity"",""Data"",""technology"",""Technology"",""Cloud Computing"",""IT"",""media"",""film"",""making"",""music"",""research"",""psychology""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Interior Design""]";"[""Architecture & Design"",""UI/UX Design""]";"[""Graphic Design"",""Fashion Design"",""UX/UI Design""]";"[""ASIC Design Engineer""]";"[""Communication Design"",""Costume Design"",""Design Anthropology"",""Interior Design"",""Game Design"",""Graphic Design"",""Fashion Design"",""Industrial Design""]";"[""Behavioral Design Bootcamp"",""Design Systems with Figma"",""Game Design with Unity"",""Human-Centered Design - IDEO"",""Mobile UX Design"",""Google UX Design Certificate"",""Fundamentals of Graphic Design"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials""]";
ae24d79a-5b1a-4d3b-812f-1392e909d00f;Sports Science;Physiology and performance;Health;"[""Performance Marketing"",""Rust"",""Environmental Science""]";"[""Cochin University of Science and Technology"",""Korea Advanced Institute of Science and Technology"",""Indian Institute of Science"",""Hong Kong University of Science and Technology"",""University of Vienna""]";"[""Theatre Studies"",""Sports Science"",""Dance"",""Sports Management"",""Political Science"",""Veterinary Science"",""Actuarial Science"",""Forensic Science"",""Cognitive Science"",""Materials Science"",""Data Science & Analytics"",""Computer Science"",""Environmental Science""]";"[""sports science"",""fitness"",""performance""]";2026-04-18 01:05:59.768509+00;High;$110,000;Rapid Growth;"[""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""empathy"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""creativity"",""innovation"",""systems thinking"",""research"",""Communication"",""Attention to Detail"",""Organization"",""precision"",""patience"",""planning"",""negotiation""]";"[""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""psychology"",""math"",""technology"",""health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""music"",""arts"",""film"",""animals"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Sports & Fitness"",""Equestrian Sports"",""Data Science & Analytics"",""Esports""]";"[""Sports & Recreation"",""Wellness & Fitness"",""Sports Technology"",""Sports Management"",""Aquatic Sports"",""Combat Sports"",""Field Sports"",""Data Science & Analytics""]";"[""Sports Psychologist"",""Choreographer"",""Sports Science & Management"",""Music & Audio"",""Veterinary Science"",""Environmental Science"",""Data Science""]";[];"[""Veterinary Science"",""Political Science"",""Materials Science"",""Cognitive Science"",""Computer Science"",""Data Science"",""Environmental Science""]";"[""The Science of Well-Being"",""The Science of Nutrition"",""Data Science: [University Name] Course"",""The Science of Happiness"",""Applied Data Science with Python"",""Python for Data Science"",""IBM Data Science Professional Certificate"",""Introduction to Computer Science and Programming Using Python"",""Advanced Data Science with IBM"",""CS50: Introduction to Computer Science""]";
6d8fcecc-d123-4f58-8894-eb30300faf42;Graphic Design;Visual communication;Design;"[""CSS3"",""Figma"",""UX Design"",""Motion Design"",""UI Design"",""Graphic Design"",""UI/UX Design"",""Design Thinking"",""Design Systems"",""Domain Driven Design"",""CSS Grid""]";"[""NID Ahmedabad"",""JNU Delhi""]";"[""Permaculture"",""Graphic Design"",""Fashion Design"",""Industrial Design"",""Interior Design"",""Design (UI/UX)"",""Cinematography""]";"[""graphic"",""design"",""visual""]";2026-04-18 01:05:59.768509+00;High;95000;Stable Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""Leadership"",""Organization"",""Communication"",""negotiation"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""innovation"",""patience"",""empathy"",""safety"",""Analytical Skills"",""public health"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence""]";"[""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""engineering"",""marketing"",""Business"",""Management"",""Productivity"",""Data"",""Marketing"",""Online"",""beauty"",""property"",""technology"",""Technology"",""Cloud Computing"",""IT"",""environment"",""nature"",""food""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Fashion & Apparel"",""Fashion & Textiles"",""Architecture"",""Interior Design""]";"[""UI/UX Design"",""Arts & Creative"",""Architecture & Design""]";"[""Illustrator"",""Graphic Design"",""Architecture"",""UX/UI Design"",""Fashion Design""]";"[""Architect"",""Photographer"",""Art Director"",""UX Designer"",""Graphic Designer"",""ASIC Design Engineer""]";"[""Interior Design"",""Game Design"",""Fashion Design"",""Communication Design"",""Industrial Design"",""Costume Design"",""Curriculum Design"",""Design Anthropology""]";"[""Google UX Design Certificate"",""UX Research Fundamentals"",""Fundamentals of Graphic Design"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials"",""Design Systems with Figma"",""Behavioral Design Bootcamp"",""Game Design with Unity"",""Human-Centered Design - IDEO"",""Mobile UX Design""]";"[""Grenada""]"
e8f472bc-5249-48c4-9efb-fc65c984080f;Psychology;Study of mind, behavior, and mental processes;Social Science;"[""Research & Development"",""Public Speaking"",""Leadership""]";[];"[""Counseling"",""Behavioral Science"",""Psychology"",""Clinical Psychology"",""Counseling Psychology"",""Theology"",""Phenomenology"",""Thanatology"",""Audiology"",""Chronobiology""]";[];2026-04-13 17:02:21.176479+00;High;$70,000;Medium;"[""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""discipline"",""research"",""analytical"",""Critical Thinking"",""Analytical Thinking""]";"[""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";[];[];"[""Psychology""]";[];"[""Counseling Psychology"",""Educational Psychology""]";"[""Introduction to Psychology"",""The Science of Well-Being""]";
50cd340a-6495-449c-bb8e-39e032949978;Complex Analysis;;Finance;"[""Data Analysis"",""Investment Analysis"",""Business Analysis"",""Financial Analysis""]";[];[];[];2026-04-27 04:20:58.388691+00;High;$110,000;Stable Growth;"[""safety"",""service"",""empathy"",""innovation"",""analytical"",""discipline"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Self-awareness"",""Emotional Intelligence"",""Analytical Thinking"",""Innovation"",""systems thinking"",""creativity"",""Creativity"",""Attention to Detail"",""Leadership"",""Organization"",""research"",""Communication"",""patience"",""precision""]";"[""ocean"",""policy"",""psychology"",""environment"",""math"",""technology"",""sports"",""health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Personal Growth"",""Mental Health"",""Data Science"",""AI"",""Environment"",""Sustainability"",""design"",""art"",""Design"",""Art"",""Visuals""]";"[""USA"",""UK"",""Canada"",""India"",""Australia"",""Germany""]";;;;;;"[""Introduction to Data Analysis Using Excel"",""SQL for Data Analysis""]";"[""Angola"",""Antigua and Barbuda""]"
bd809936-a8bc-4972-bcfd-12df404b3568;Journalism & Mass Communication;Study of news reporting and media communication;Arts & Humanities;"[""Video Production"",""Content Writing"",""Photography""]";"[""Concordia University"",""Aligarh Muslim University"",""George Washington University"",""Pontificia Universidad Católica de Chile"",""Goldsmiths University of London"",""Aarhus University"",""ISCTE-IUL Lisbon"",""NIT Rourkela"",""Monash University Malaysia"",""Brandeis University"",""Drexel University"",""KIIT University"",""Cardiff University""]";"[""Communications"",""Journalism"",""Media Studies"",""Mass Communication"",""Communications & PR""]";[];2026-04-13 17:02:21.176479+00;Medium;$80,000;Strong Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills"",""Communication"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening""]";"[""media"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""property"",""policy"",""aviation"",""coding"",""Programming"",""Computers"",""Computer Science""]";"[""USA"",""UK"",""Australia"",""Germany"",""India"",""Canada""]";"[""Courier Services"",""Educational Publishing"",""MarTech"",""E-commerce Marketplaces""]";"[""Publishing & Journalism""]";"[""Journalism & Media""]";[];"[""Journalism"",""Communication Design"",""Communication Theory""]";"[""Leadership Communication""]";"[""Cameroon"",""Dominica"",""Dominican Republic""]"
3b94cb3c-f2a2-4bda-a773-f092d54c06b2;Agroecology;;Oncology;[];[];"[""Oncology"",""Mycology"",""Toxicology"",""Dendrology"",""Agriculture & Farming"",""Agritourism"",""Sustainable Agriculture"",""Parasitology""]";[];2026-04-27 04:20:58.388691+00;High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Agriculture & Farming"",""Agritech""]";;;;;;
373b5158-dc39-47c0-a632-19865a8c8859;Nutrition;Food and dietary health;Health;[];"[""Oregon State University""]";"[""Nutrition & Dietetics"",""Pediatrics"",""Viticulture"",""Agritourism""]";"[""nutrition"",""diet"",""food""]";2026-04-18 01:05:59.768509+00;High;$60,000;Strong Growth;"[""patience"",""creativity"",""empathy"",""discipline"",""innovation"",""safety"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""Interpersonal Skills"",""Active Listening"",""service"",""Communication"",""Attention to Detail"",""Organization"",""planning""]";"[""food"",""arts"",""psychology"",""health"",""environment"",""geology"",""ocean"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""biology"",""animals"",""medicine"",""Psychology""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Food & Beverage"",""Nutraceuticals"",""Agritech""]";"[""Agriculture & Food"",""Bakery & Confectionery""]";"[""Food Scientist"",""Culinary Arts"",""Nutritionist"",""Dietitian""]";"[""Food Scientist"",""Nutritionist"",""Dietitian""]";"[""Nutrition & Dietetics""]";"[""Stanford Introduction to Food and Health"",""The Science of Nutrition""]";"[""Eritrea"",""Haiti""]"
57c0ddba-9daa-48d3-b6bb-e5a2ec706aad;Computational Linguistics;;AI & Language;[];"[""Arizona State University"",""École Polytechnique"",""ISCTE-IUL Lisbon""]";"[""Computational Linguistics"",""Linguistics""]";[];2026-04-27 04:20:58.388691+00;High;$50K-$110K;Steady;"[""creativity"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking"",""Creativity"",""Attention to Detail"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Organization"",""Logical Thinking"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""film"",""arts"",""media"",""fashion"",""beauty"",""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Future"",""Design"",""Art"",""Visuals"",""events"",""ocean"",""home"",""Data"",""Business"",""Productivity"",""Mathematics"",""Programming"",""Computers""]";"[""USA"",""UK"",""Germany"",""Australia"",""Canada"",""India""]";;"[""AI Tooling""]";"[""Computational Linguist""]";;"[""Computational Biology"",""Applied Linguistics"",""Linguistics""]";"[""Linear Algebra - MIT OCW""]";"[""Comoros""]"
58e73449-0823-4301-b4c0-e1cca70aa24b;Computer Graphics;;Computer Science;"[""Computer Vision"",""Caliper"",""CSS Grid""]";[];"[""Computer Science"",""Cinematography""]";[];2026-04-27 04:20:58.388691+00;Very High;135000;Rapidly Growing;"[""Logical Thinking"",""Problem Solving"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""research"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""Technology"",""Programming"",""Computers"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";;"[""Computer Vision""]";;;"[""Computer Networks"",""Computer Science""]";"[""Computer Vision Nanodegree"",""Introduction to Computer Science and Programming Using Python"",""CS50: Introduction to Computer Science""]";"[""Grenada""]"
364ee98d-becc-4779-931f-03f80ec20b38;Distributed Systems;;Embedded Systems;"[""CFD Simulation""]";[];"[""Embedded Systems"",""Information Systems""]";[];2026-04-27 04:20:58.388691+00;High;$110,000;Steady;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";;;;;;;
d8d2ad31-1f0a-4e55-b1a4-5ba34961c6a3;Asian Studies;;Women's Studies;[];[];"[""Women's Studies"",""Film Studies"",""Gender Studies"",""Museum Studies"",""Islamic Studies"",""Translation Studies"",""Theatre Studies"",""Religious Studies""]";[];2026-04-27 04:20:58.388691+00;High;$65K-$130K;Steady;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Technical Aptitude"",""Communication"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";;;;;;;"[""Afghanistan"",""Bhutan"",""Kyrgyzstan""]"
438b3afc-d3c1-49a4-ae61-66e4f3ed8dc1;Autonomous Systems;;Technology;"[""Akka"",""D3.js"",""DynamoDB"",""ClickHouse"",""BeautifulSoup""]";"[""EPFL""]";"[""Embedded Systems"",""Information Systems""]";[];2026-04-27 04:20:58.388691+00;High;$95,000;Transforming;"[""safety"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""Analytical Skills"",""engineering""]";"[""energy"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Germany"",""UK"",""Australia"",""India""]";"[""Automotive Aftermarket"",""Automotive OEM"",""Automotive""]";"[""Autonomous Driving"",""Autonomous Vehicles"",""Augmented Reality""]";;;;;
e6638124-391a-40d3-9081-9e082cff2de9;Analog Electronics;;Skilled Trades;"[""Electron""]";[];[];[];2026-04-27 04:20:58.388691+00;High;$65,000;Steady;"[""service"",""precision"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""creativity"",""Communication"",""Creativity"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""communication"",""Attention to Detail"",""organization"",""design"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Organization""]";"[""shopping"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""marketing"",""content"",""media"",""Marketing"",""Business"",""Online"",""environment"",""energy"",""Environment"",""Sustainability"",""education""]";"[""USA"",""UK"",""India"",""Germany"",""Australia"",""Canada""]";"[""Consumer Electronics"",""Microelectronics"",""Electric Vehicles"",""Elevator & Escalator"",""Mechatronics""]";;;;"[""Electronics Engineering""]";;
530d9918-1c04-4a9c-b155-5cee73a6e28d;Web Development;Building websites and web apps;Technology;"[""React.js"",""Svelte"",""Vue.js"",""Angular"",""Go (Golang)"",""Node.js"",""Java"",""Blockchain Development"",""Research & Development""]";"[""JNU Delhi""]";"[""Software Engineering"",""Game Development""]";"[""web dev"",""frontend"",""backend""]";2026-04-18 01:05:59.768509+00;High;$55K-$140K;High;"[""problem-solving"",""Problem Solving"",""Attention to Detail"",""Collaboration"",""Creativity"",""negotiation"",""Logical Thinking"",""planning"",""Leadership"",""Organization"",""creativity"",""systems thinking"",""Technical Aptitude"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""research"",""innovation""]";"[""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""Design"",""Art"",""Visuals"",""property"",""Computers"",""Computer Science"",""engineering"",""Business"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Cloud Computing"",""IT""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Software Development""]";"[""Software Development"",""Game Development"",""Property Development"",""Augmented Reality""]";"[""Game Development""]";"[""Web Developer"",""Backend Developer"",""Frontend Developer""]";"[""Mobile Development"",""Child Development""]";"[""Meta Front-End Developer Certificate"",""Modern React with Redux"",""JavaScript Basics for Beginners"",""Node.js Developer Course"",""The Complete JavaScript Course 2024"",""Meta Back-End Developer Certificate"",""Full Stack Web Development with React"",""The Complete Android App Development Bootcamp"",""The Complete iOS App Development Bootcamp"",""The Complete Web Developer Bootcamp"",""Android App Development with Kotlin"",""LangChain for LLM Application Development"",""Game Development with Unity"",""iOS App Development with Swift"",""English for Career Development""]";
