id;name;category;description;icon_emoji;parent_domain;keywords;created_at;industry;sector;related_careers;related_job_roles;related_universities;related_skills;related_subjects;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_courses;related_countries
b9e91506-190d-4289-ac6e-1e001ed5bcb1;Nutrition & Dietetics;Healthcare;Study of food, diet, and their effects on health;🥗;Healthcare;"[""nutrition"",""dietetics"",""food science"",""clinical nutrition"",""sports nutrition""]";2026-03-09 03:31:51.075961+00;Healthcare & Life Sciences;Bakery & Confectionery;[];[];[];[];"[""Nutrition"",""Nutrition & Dietetics""]";High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Food & Beverage"",""Nutraceuticals"",""Diagnostic Labs"",""Agritech""]";"[""Bakery & Confectionery""]";"[""The Science of Nutrition""]";"[""Cameroon"",""Haiti""]"
5f2518ea-7783-47f9-a4a1-9ff2e102732b;Theatre Studies;Creative Arts;Academic and practical study of theatrical arts;🎭;;"[""theatre"",""drama"",""performance"",""playwriting""]";2026-03-09 03:42:40.94683+00;Entertainment & Media;;[];[];[];"[""Performance Marketing"",""Rust""]";"[""Sports Science"",""Asian Studies"",""Celtic Studies""]";Medium;$50K-$110K;Strong Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media"",""Cinema & Theatre""]";;[];
f47cd455-04f1-4dcd-93d3-73a1509b032e;Lexicography;Language & Publishing;The practice of compiling dictionaries;📖;;"[""dictionaries"",""language"",""linguistics"",""publishing""]";2026-04-06 06:53:11.32923+00;;Translation Services;[];[];[];"[""Natural Language Processing""]";"[""Linguistics"",""Demography""]";Medium;$60,000;Steady;"[""languages"",""creativity""]";"[""languages"",""media""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";;"[""Translation Services"",""Publishing & Journalism""]";[];
e969aab9-bb60-4568-8349-705fd2c1e431;Photonics;Engineering;Science and technology of generating and controlling photons;💡;;"[""photonics"",""lasers"",""optics"",""light"",""fiber optics""]";2026-03-09 03:42:40.643507+00;Manufacturing & Industrial;;[];[];[];[];"[""Biophysics""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Optics & Photonics"",""Mechatronics""]";;[];
b3af9cac-80d4-4af9-a23d-0f51c91fe6ff;Philosophy;Humanities;Study of fundamental questions about existence, knowledge, and ethics;🤔;;"[""philosophy"",""ethics"",""logic"",""metaphysics"",""epistemology""]";2026-03-09 03:31:51.075961+00;Environmental & Sustainability;Environmental Services;"[""Ecologist""]";"[""Lawyer"",""Clinical Psychologist""]";"[""Boston College"",""Arizona State University"",""Birkbeck University of London"",""Duke University"",""Harvard University""]";[];"[""Discrete Mathematics"",""Philosophy"",""Ancient Philosophy"",""Buddhist Philosophy""]";Medium;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";;;"[""Introduction to Philosophy"",""Justice with Michael Sandel"",""The Science of Happiness""]";
d7cbf391-275a-4df0-b40e-69b563d9ba3c;Plant Science;Science & Nature;Study of plants and their applications;🌱;;"[""plant science"",""botany"",""horticulture"",""crop science""]";2026-03-09 03:42:40.643507+00;Manufacturing & Industrial;Agricultural Biotech;"[""Environmental Science"",""Food Scientist""]";"[""Food Scientist"",""Agricultural Scientist"",""Conservation Scientist""]";[];"[""Environmental Science""]";"[""Botany"",""Political Science"",""Materials Science"",""Environmental Science"",""Earth Sciences""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Agriculture & Farming"",""Healthcare & Life Sciences""]";"[""Agricultural Biotech"",""Healthcare & Life Sciences""]";"[""The Science of Nutrition""]";
a94b2f41-0452-453b-a458-e95c24ae5362;Endocrinology;Healthcare;Study and treatment of hormonal disorders;🧪;;"[""endocrinology"",""hormones"",""thyroid"",""diabetes""]";2026-03-09 03:42:40.24542+00;Healthcare & Life Sciences;Wellness & Fitness;"[""Immunologist"",""Audiologist"",""Neurologist"",""Pathologist"",""Embryologist""]";"[""Endocrinologist"",""Urologist"",""Audiologist"",""Toxicologist"",""Cardiologist"",""Hematologist"",""Dermatologist"",""Ophthalmologist""]";[];[];"[""Biology"",""Physiology"",""Microbiology"",""Cell Biology"",""Clinical Pathology"",""Developmental Biology""]";High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Biotechnology"",""Nanotechnology"",""Dermatology""]";"[""Cardiology""]";[];
4a8e5a57-a56b-4784-85c5-ac2fb13c017a;Space Science;Science & Nature;Study of everything in outer space;🚀;;"[""space science"",""cosmology"",""astronomy"",""planetary""]";2026-03-09 03:42:40.643507+00;Manufacturing & Industrial;Aerospace;"[""Astrobiology Researcher"",""Space Tourism Coordinator""]";[];[];[];"[""Astronomy"",""Cognitive Science"",""Data Science"",""Computer Science"",""Materials Science""]";emerging;$65K-$140K;Rapid Growth;"[""innovation"",""precision"",""planning"",""negotiation"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""systems thinking"",""safety"",""Analytical Skills""]";"[""space"",""science"",""aviation"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Space & Satellite Technology"",""Manufacturing & Industrial""]";"[""Space Exploration"",""Data Science & Analytics""]";"[""Astronomy: Exploring Time and Space""]";
19a05bae-ac3a-4b75-aec7-57e6b49fca31;Primatology;Science & Nature;Study of primates;🐒;;"[""primatology"",""primates"",""evolution"",""behavior""]";2026-03-09 03:42:40.643507+00;Manufacturing & Industrial;;[];[];[];[];[];High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Interpersonal Skills"",""Active Listening""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial""]";;"[""Introduction to Psychology""]";
3dc1f243-05a1-49d9-9e56-96acca204f01;Forensic Science;Science & Nature;Applying scientific methods to criminal investigations;🔍;;"[""forensics"",""criminal investigation"",""DNA analysis"",""evidence""]";2026-03-09 03:42:40.24542+00;Manufacturing & Industrial;Environmental Services;"[""Forensic Accountant"",""Environmental Science"",""Veterinary Science"",""Sports Science & Management"",""Data Science""]";[];[];"[""Environmental Science"",""C++ STL""]";"[""Environmental Science"",""Data Science"",""Sports Science"",""Veterinary Science""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial""]";"[""Data Science & Analytics""]";"[""The Science of Happiness"",""Applied Data Science with Python"",""Data Science: [University Name] Course"",""Python for Data Science"",""Introduction to Computer Science and Programming Using Python"",""IBM Data Science Professional Certificate"",""The Science of Nutrition"",""CS50: Introduction to Computer Science""]";"[""Grenada""]"
57ecce6a-c1d3-47aa-90c7-62aa16b5d0b9;Social Work;Social Sciences;Supporting individuals and communities in need;🤝;;"[""social work"",""community development"",""child welfare"",""counseling"",""social services""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Mental Health;"[""Social Work""]";"[""Social Worker""]";[];"[""Social Media Marketing""]";"[""Sociology""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Manufacturing & Industrial""]";"[""Mental Health"",""Digital Content & Social Media""]";"[""Meta Social Media Marketing Certificate"",""Hootsuite Social Marketing Certification""]";
e21be005-5324-4dd2-b8c2-c3730eabe0cf;Archaeology;Humanities;Study of human history through material remains and artifacts;🏛️;;"[""archaeology"",""excavation"",""artifacts"",""ancient history""]";2026-03-09 03:42:40.24542+00;Social Sciences & Humanities;Market Research;"[""Archaeologist"",""Archivist"",""Museologist"",""Geologist"",""Ecologist"",""Sociologist""]";"[""Archaeologist"",""Geologist"",""Ecologist"",""Anthropologist""]";"[""Arizona State University""]";"[""Research & Development""]";"[""Archaeology - Field"",""Ecology"",""Sociology"",""Anthropology"",""Design Anthropology"",""Architecture"",""Christian Theology"",""Architectural History""]";growing;$70,000;Medium;"[""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""empathy"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation""]";"[""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""psychology"",""math"",""technology"",""health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Libraries & Archives"",""Architectural Services""]";"[""Architecture & Design"",""Fine Arts"",""Arts & Culture"",""Arts & Creative""]";"[""UX Research Fundamentals"",""Justice with Michael Sandel""]";"[""Egypt"",""Armenia""]"
20c178d5-c23c-4a69-8f80-1a96fffddb46;Volcanology;Science & Nature;Study of volcanoes and volcanic phenomena;🌋;;"[""volcanology"",""volcanoes"",""lava"",""eruption""]";2026-03-09 03:42:40.94683+00;Manufacturing & Industrial;;[];[];[];[];[];High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial""]";;[];
df039b9f-af61-46c7-8ced-b1d31664db61;Nursing;Healthcare;Patient care, health promotion, and clinical practice;👩‍⚕️;Medicine;"[""nursing"",""patient care"",""RN"",""clinical nursing"",""pediatric nursing""]";2026-03-09 03:31:51.075961+00;Healthcare & Life Sciences;Clinical Medicine;"[""Nursing""]";[];"[""Birkbeck University of London"",""Middlesex University"",""University of Vienna"",""Brown University"",""Kyoto University"",""Lancaster University"",""Aligarh Muslim University"",""Case Western Reserve University"",""Banaras Hindu University"",""Curtin University"",""Edinburgh Napier University"",""Brigham Young University"",""Cranfield University"",""Indiana University Bloomington"",""Aarhus University"",""Erasmus University Rotterdam"",""Keio University"",""Nanyang Polytechnic"",""Ohio State University"",""Oregon State University"",""Osaka University"",""Massey University"",""Monash University Malaysia"",""Anna University"",""Brandeis University"",""Drexel University"",""KIIT University"",""Cardiff University""]";"[""Nursing & Patient Care"",""Empathic Listening""]";"[""Nursing""]";Very High;$80,000;Diverse specialization opportunities;"[""empathy"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""medicine"",""health"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare Services"",""Healthcare & Life Sciences"",""Nursing Services"",""Nutraceuticals"",""Hearing Aids""]";"[""Active Living""]";[];
31360d3d-c78b-4e0c-b5a5-e4ccc0274ac8;Psychology;Social Sciences;Study of mind, behavior, and mental processes;🧠;;"[""psychology"",""behavioral science"",""cognitive psychology"",""social psychology""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Mental Health;"[""Psychology"",""Sports Psychologist""]";[];[];[];"[""Behavioral Economics"",""Counseling Psychology"",""Educational Psychology"",""Psychology"",""Christian Theology""]";High;$65K-$130K;Medium;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Manufacturing & Industrial""]";"[""Mental Health""]";"[""The Science of Well-Being"",""Introduction to Psychology"",""The Science of Happiness"",""Behavioral Finance""]";
1dafe530-295c-4c2c-bc5d-af00c5085357;Toxicology;Science & Nature;Study of adverse effects of chemicals on living organisms;☠️;;"[""toxicology"",""poisons"",""chemicals"",""safety""]";2026-03-09 03:42:40.94683+00;Manufacturing & Industrial;;[];[];[];"[""Rust""]";"[""Agroecology""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Chemical & Materials""]";;[];
33a3b5ec-ab7f-4fc0-b6d3-f339e5bb2190;Landscape Architecture;Design;Design of outdoor spaces, landmarks, and structures;🌳;;"[""landscape"",""outdoor design"",""parks"",""gardens""]";2026-03-09 03:42:40.643507+00;Entertainment & Media;DevOps & Infrastructure;"[""Landscape Architect"",""Architecture""]";[];"[""Politecnico di Milano"",""Lancaster University""]";"[""Cloud Architecture""]";"[""Architecture"",""Architectural History""]";Medium;$50K-$110K;Strong Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media"",""Architecture"",""Architectural Services""]";"[""Architecture & Design""]";"[""Cloud Native Architecture""]";"[""Armenia""]"
b2d0a2c6-4d29-43f1-9d9f-5d1d497b1908;Aerospace Engineering;Engineering;Design and development of aircraft, spacecraft, satellites, and missiles;🚀;Engineering;"[""aerospace"",""aviation"",""rockets"",""satellites"",""aircraft"",""space""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Aerospace;"[""Civil Engineering"",""Software Engineering"",""Aerospace Engineering""]";[];[];"[""Civil Engineering"",""Prompt Engineering""]";"[""Astronomy"",""Aerospace Engineering"",""Electronics Engineering"",""Mechanical Engineering"",""Software Engineering"",""Civil Engineering"",""Industrial Engineering"",""Aerodynamics""]";High;$110,000;Strong Growth;"[""innovation"",""precision"",""planning"",""negotiation"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""systems thinking"",""safety"",""Analytical Skills""]";"[""space"",""science"",""aviation"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Space Technology"",""Space & Satellite Technology"",""Manufacturing & Industrial"",""Transportation"",""Aerospace & Defense""]";"[""Aerospace"",""Engineering Education"",""Aerial Imaging""]";"[""Astronomy: Exploring Time and Space"",""Linear Algebra - MIT OCW""]";"[""France""]"
c310a503-5db8-4d06-91df-247ca5e034ed;Museum Studies;Humanities;Study of museum practices, curation, and exhibition design;🏛️;;"[""museum"",""curation"",""exhibitions"",""preservation""]";2026-03-09 03:42:40.643507+00;Arts & Creative;UI/UX Design;"[""Museum Curator"",""Museologist""]";[];"[""Aligarh Muslim University""]";[];"[""Asian Studies"",""Celtic Studies""]";stable;65000;Steady;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Communication"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""negotiation"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills""]";"[""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""beauty"",""media"",""engineering"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""Marketing"",""Business"",""Online"",""marketing"",""content"",""business"",""Management""]";"[""USA"",""UK"",""Australia"",""Germany"",""India"",""Canada""]";;;[];
d8c661ff-7c01-4348-81b1-3751e067c13d;Performing Arts;Creative Arts;Theatre, dance, and live performance disciplines;🎭;;"[""performing arts"",""theatre"",""dance"",""acting"",""drama"",""choreography""]";2026-03-09 03:31:51.075961+00;Entertainment & Media;Agriculture & Food;"[""Culinary Arts""]";[];"[""George Washington University""]";[];"[""Performing Arts"",""Fine Arts"",""Visual Arts""]";Medium;$50K-$110K;Strong Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media"",""Live Events""]";"[""Arts & Culture"",""Culinary Arts"",""Fine Arts"",""Arts & Creative""]";[];
a63e7aea-c2d4-48ce-b40b-1027e9ff3889;Fine Arts;Creative Arts;Visual arts created primarily for aesthetic purposes;🎨;;"[""fine arts"",""painting"",""sculpture"",""gallery""]";2026-03-09 03:42:40.24542+00;Entertainment & Media;Agriculture & Food;"[""Culinary Arts""]";[];[];[];"[""Visual Arts"",""Fine Arts"",""Performing Arts"",""Cinematography""]";Medium;$50K-$110K;Strong Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media"",""Leather Products"",""Cinema & Theatre""]";"[""Arts & Culture"",""Culinary Arts"",""Fine Arts"",""Arts & Creative""]";[];
8b643129-165f-4ebd-af6f-5e8b0f838a44;Sustainability & ESG;Business;Environmental, social, and governance practices in business;♻️;;"[""sustainability"",""ESG"",""green business"",""carbon neutral"",""circular economy"",""CSR""]";2026-03-09 03:31:51.075961+00;Banking & Financial Services;Environmental Services;[];"[""ESG Analyst""]";"[""Arizona State University"",""University of Vienna"",""Brown University"",""Kyoto University"",""Concordia University"",""University of New South Wales"",""Cranfield University"",""Central European University"",""Aalto University"",""Aarhus University"",""Jindal Global University"",""NIT Surathkal"",""Ohio State University"",""Oregon State University"",""Osaka University"",""Tel Aviv University"",""Anna University"",""Drexel University"",""Cardiff University""]";[];[];High;$110,000;Rapid Growth;"[""innovation"",""empathy"",""systems thinking"",""safety"",""Analytical Skills"",""Problem Solving"",""public health"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""service"",""precision""]";"[""environment"",""animals"",""energy"",""Environment"",""Sustainability"",""Technology"",""geology"",""math"",""technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""ocean"",""nature"",""finance"",""Finance"",""Accounting"",""Numbers"",""Management""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Climate Tech"",""Environmental & Sustainability"",""Banking & Financial Services"",""Fertilizers"",""Gas Utilities""]";"[""Environmental Services""]";"[""Introduction to Sustainability"",""The Business of Renewable Energy"",""Climate Change Solutions""]";"[""Burkina Faso"",""Estonia"",""Kyrgyzstan""]"
46280267-cfa2-4698-bbfe-4bcdb4257555;Sports Management;Business;Business and management of sports organizations;🏟️;;"[""sports management"",""athletics"",""sports business"",""events""]";2026-03-09 03:42:40.643507+00;Banking & Financial Services;Sports Management;"[""Sports Psychologist"",""Sports Science & Management""]";[];[];[];"[""Sports Science""]";growing;$70,000;Rapid Growth;"[""empathy"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""service"",""precision"",""organization""]";"[""psychology"",""health"",""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""math"",""technology"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""finance"",""Finance"",""Accounting"",""Numbers"",""Management"",""Productivity"",""policy""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Sports & Fitness"",""Banking & Financial Services"",""Asset Management"",""Facility Management"",""Esports""]";"[""Sports Management"",""Event Management"",""Combat Sports"",""Sports & Recreation"",""Sports Technology"",""Aquatic Sports"",""Field Sports"",""Crisis Management""]";[];"[""Botswana""]"
